CountyFIPS,Year,WaterBodyProximity
27053,2020,1
27053,2020,1
27031,2020,1
12031,2020,1
37021,2020,1
37021,2020,1
54037,2020,1
54037,2020,3
54037,2020,1
24037,2020,3
24033,2020,1
24033,2020,1
9009,2020,1
9009,2020,2
36041,2020,1
1101,2020,1
2090,2020,1
2090,2020,1
2090,2020,1
2090,2020,1
2090,2020,1
2090,2020,1
28035,2020,1
20163,2020,1
40071,2020,1
40071,2020,1
40071,2020,1
40071,2020,1
26163,2020,1
28109,2020,2
