CountyFIPS,Year,WaterBodyProximity
48157,2020,1
48201,2020,1
48201,2020,1
48201,2020,7
48201,2020,6
48201,2020,6
48201,2020,1
48201,2020,2
48201,2020,1
48201,2020,3
48201,2020,5
48039,2020,1
48201,2020,2
48201,2020,1
48201,2020,1
48201,2020,1
48201,2020,1
48201,2020,2
48201,2020,1
48201,2020,4
48201,2020,4
48201,2020,2
48201,2020,1
48201,2020,1
48201,2020,1
48201,2020,1
48201,2020,1
48201,2020,1
48201,2020,1
48201,2020,1
48201,2020,1
48201,2020,1
48201,2020,1
48201,2020,44
48201,2020,8
48201,2020,1
48201,2020,1
48201,2020,1
48201,2020,1
48201,2020,1
48201,2020,2
48201,2020,2
48201,2020,3
48201,2020,9
48201,2020,2
48201,2020,1
48201,2020,2
48201,2020,1
48201,2020,1
48201,2020,3
48201,2020,4
48201,2020,3
48201,2020,1
48039,2020,9
48201,2020,2
48201,2020,1
48201,2020,1
48201,2020,3
48201,2020,7
48201,2020,1
48201,2020,1
48039,2020,1
48167,2020,2
48167,2020,1
48167,2020,1
48201,2020,1
48201,2020,1
48201,2020,1
48201,2020,1
48201,2020,1
48201,2020,1
48201,2020,2
48201,2020,1
48201,2020,1
48201,2020,2
48201,2020,1
48201,2020,1
48339,2020,3
48201,2020,1
48339,2020,1
48201,2020,52
48201,2020,2
48201,2020,1
48201,2020,6
48201,2020,3
48201,2020,4
48201,2020,1
48201,2020,4
48201,2020,3
48201,2020,4
48201,2020,1
48201,2020,1
48201,2020,1
48201,2020,1
48201,2020,5
48201,2020,7
48201,2020,4
48201,2020,4
48201,2020,1
48201,2020,8
48201,2020,1
48201,2020,1
48201,2020,1
48201,2020,3
48201,2020,3
48201,2020,1
48201,2020,24
48201,2020,10
48201,2020,3
48201,2020,1
48201,2020,1
48201,2020,1
48339,2020,1
48339,2020,1
48339,2020,1
48339,2020,1
48339,2020,1
48339,2020,1
48339,2020,4
48339,2020,2
48339,2020,1
48339,2020,1
48339,2020,2
48339,2020,1
48339,2020,1
48339,2020,1
48201,2020,1
48201,2020,1
48201,2020,1
48201,2020,1
48201,2020,1
48201,2020,2
48201,2020,1
48339,2020,1
48201,2020,1
48201,2020,2
48201,2020,2
48201,2020,1
48201,2020,1
48201,2020,1
48201,2020,2
48201,2020,4
48201,2020,1
48201,2020,4
48201,2020,1
48201,2020,1
48245,2020,1
22055,2020,2
22055,2020,1
22033,2020,1
22033,2020,1
22063,2020,1
22071,2020,1
28113,2020,8
28113,2020,1
28147,2020,1
22117,2020,1
22117,2020,2
28085,2020,2
28085,2020,1
40143,2020,1
40131,2020,1
40131,2020,1
40131,2020,1
40131,2020,3
20045,2020,3
20045,2020,2
20045,2020,4
20045,2020,1
48423,2020,15
40121,2020,1
5007,2020,1
5007,2020,1
5007,2020,1
20045,2020,27
20045,2020,2
20045,2020,8
20091,2020,1
29095,2020,1
29095,2020,4
29049,2020,1
29021,2020,1
48423,2020,1
48401,2020,1
48401,2020,1
48183,2020,1
48183,2020,1
48183,2020,1
48401,2020,1
48183,2020,2
48401,2020,1
48401,2020,1
48183,2020,1
48401,2020,1
48401,2020,1
48203,2020,1
48203,2020,1
48203,2020,1
48203,2020,6
48203,2020,1
48203,2020,21
48203,2020,4
48203,2020,1
48203,2020,1
48203,2020,1
48183,2020,1
48203,2020,1
48203,2020,1
48203,2020,4
48203,2020,1
48203,2020,8
48203,2020,1
48203,2020,2
48203,2020,1
48203,2020,1
48203,2020,48
48203,2020,16
48203,2020,8
48203,2020,3
48203,2020,5
48203,2020,6
48203,2020,1
48203,2020,4
48203,2020,1
48203,2020,3
48203,2020,9
48203,2020,1
48203,2020,1
48203,2020,1
48203,2020,2
48203,2020,1
48203,2020,1
48203,2020,2
48203,2020,2
48203,2020,1
48203,2020,1
48203,2020,1
48203,2020,1
48203,2020,1
48203,2020,1
48203,2020,2
48203,2020,5
48203,2020,11
48203,2020,1
48203,2020,1
48203,2020,1
48203,2020,1
48203,2020,1
48203,2020,1
48203,2020,1
48203,2020,1
48203,2020,1
48203,2020,1
48203,2020,1
48203,2020,2
22017,2020,1
22017,2020,1
22017,2020,1
22017,2020,1
22017,2020,12
22017,2020,2
22017,2020,1
22017,2020,1
22017,2020,1
22017,2020,1
22017,2020,2
22017,2020,1
22017,2020,1
22017,2020,1
22017,2020,1
22017,2020,1
22017,2020,1
22017,2020,1
22017,2020,5
29089,2020,1
22073,2020,1
22073,2020,5
5003,2020,1
5003,2020,2
5023,2020,1
5065,2020,1
5145,2020,1
29189,2020,1
29189,2020,1
29187,2020,1
29189,2020,8
29189,2020,1
29189,2020,1
29189,2020,1
29189,2020,8
29189,2020,5
29189,2020,1
29189,2020,1
28049,2020,1
28121,2020,1
28121,2020,4
28121,2020,1
19153,2020,1
19153,2020,1
27143,2020,1
27053,2020,1
27053,2020,2
27053,2020,1
27053,2020,1
27053,2020,15
27053,2020,50
27053,2020,1
27053,2020,8
27053,2020,14
27053,2020,2
27053,2020,1
27053,2020,1
27053,2020,1
27053,2020,1
27003,2020,1
27037,2020,3
27037,2020,2
27037,2020,2
27037,2020,1
27037,2020,1
27037,2020,1
27123,2020,1
27065,2020,1
27065,2020,1
19013,2020,1
19013,2020,1
19013,2020,2
19013,2020,2
19013,2020,1
19013,2020,1
19013,2020,1
19013,2020,4
19013,2020,1
19191,2020,1
19191,2020,3
19191,2020,1
27163,2020,1
27163,2020,1
27163,2020,2
27163,2020,1
27031,2020,1
27031,2020,1
17085,2020,1
28031,2020,1
28061,2020,1
28067,2020,5
28045,2020,1
28047,2020,1
28091,2020,1
28091,2020,1
28091,2020,2
28091,2020,2
28065,2020,1
28091,2020,1
28091,2020,2
28091,2020,2
28091,2020,3
28065,2020,1
28109,2020,1
28035,2020,1
28035,2020,2
28035,2020,2
28035,2020,1
28035,2020,1
28035,2020,1
28035,2020,2
28047,2020,1
28047,2020,1
28059,2020,1
28059,2020,1
12091,2020,1
12005,2020,1
12005,2020,1
12005,2020,1
12005,2020,1
28121,2020,1
47047,2020,2
47047,2020,1
29157,2020,1
29031,2020,1
29031,2020,1
17163,2020,1
21035,2020,1
17051,2020,1
1125,2020,1
1125,2020,1
1125,2020,1
1125,2020,1
1073,2020,1
1073,2020,2
47125,2020,1
47125,2020,1
21047,2020,1
21059,2020,1
18163,2020,1
1073,2020,1
1073,2020,1
1073,2020,12
1073,2020,1
1073,2020,16
1073,2020,12
1073,2020,1
1073,2020,1
47103,2020,2
47103,2020,1
1089,2020,1
1089,2020,2
1089,2020,3
47187,2020,1
47037,2020,1
18097,2020,1
18097,2020,2
18081,2020,2
18071,2020,1
18097,2020,3
18097,2020,13
18097,2020,1
18057,2020,1
18097,2020,2
18057,2020,1
18057,2020,3
18057,2020,3
18057,2020,4
18057,2020,6
18057,2020,7
18057,2020,1
18057,2020,1
47065,2020,1
13313,2020,1
47011,2020,2
21185,2020,1
39017,2020,1
39017,2020,3
39017,2020,1
39017,2020,1
39017,2020,1
39017,2020,1
13045,2020,1
13097,2020,1
13015,2020,1
13067,2020,1
13067,2020,3
13067,2020,1
13121,2020,1
13121,2020,1
13089,2020,1
13089,2020,4
13089,2020,1
13089,2020,1
13089,2020,1
13089,2020,1
13089,2020,3
13089,2020,1
13089,2020,1
13089,2020,2
13089,2020,1
13089,2020,2
13089,2020,1
13135,2020,2
13135,2020,1
13135,2020,1
13117,2020,1
13117,2020,1
13117,2020,1
13117,2020,3
13089,2020,2
13089,2020,3
13135,2020,1
13121,2020,1
13135,2020,1
13111,2020,1
47011,2020,1
47145,2020,1
47123,2020,1
47093,2020,2
21067,2020,1
21067,2020,1
21067,2020,1
21067,2020,1
21067,2020,3
21067,2020,2
21037,2020,1
39025,2020,1
17203,2020,1
17011,2020,1
55025,2020,1
55025,2020,9
17155,2020,1
17155,2020,1
17099,2020,1
17099,2020,1
17099,2020,3
17099,2020,1
17099,2020,1
17099,2020,1
17089,2020,1
17089,2020,1
17089,2020,1
17089,2020,9
17111,2020,1
17111,2020,1
17197,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
55025,2020,1
55025,2020,1
55025,2020,1
55133,2020,1
55127,2020,2
55127,2020,2
55133,2020,1
26061,2020,5
26061,2020,3
26061,2020,3
26061,2020,1
17031,2020,1
17031,2020,1
17043,2020,1
17043,2020,6
17043,2020,1
17043,2020,5
17043,2020,3
17043,2020,2
17043,2020,1
17043,2020,1
17043,2020,1
17043,2020,7
17043,2020,2
17097,2020,1
17043,2020,3
17043,2020,1
17097,2020,1
17097,2020,2
17097,2020,1
17097,2020,2
17097,2020,2
17031,2020,1
17031,2020,1
17031,2020,1
17197,2020,1
17097,2020,2
17031,2020,1
17097,2020,6
17197,2020,1
17197,2020,1
17031,2020,1
17031,2020,1
17031,2020,2
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,2
17031,2020,1
17031,2020,1
17031,2020,2
17197,2020,1
17097,2020,1
17197,2020,35
17031,2020,1
17031,2020,1
17097,2020,1
17097,2020,1
17097,2020,1
17097,2020,2
17097,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,6
17031,2020,3
17031,2020,2
17031,2020,1
17031,2020,2
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17097,2020,1
17031,2020,1
17031,2020,1
17031,2020,2
17031,2020,1
17031,2020,1
17031,2020,1
17097,2020,1
17043,2020,2
17043,2020,2
17043,2020,1
17031,2020,1
17043,2020,4
17043,2020,4
17031,2020,1
17031,2020,2
17031,2020,1
17097,2020,1
17031,2020,2
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,2
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,29
17097,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,2
17031,2020,2
17031,2020,3
17031,2020,4
17031,2020,1
17031,2020,2
17031,2020,1
17031,2020,2
17031,2020,1
17031,2020,1
17031,2020,2
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,2
17031,2020,2
17031,2020,1
17031,2020,1
17031,2020,9
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,3
17031,2020,1
17031,2020,1
17031,2020,2
17031,2020,2
17031,2020,1
17031,2020,2
17031,2020,12
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,8
17031,2020,4
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,2
17031,2020,4
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,1
17031,2020,2
17031,2020,1
17031,2020,1
55071,2020,1
18023,2020,1
18091,2020,1
18091,2020,1
18091,2020,1
18091,2020,1
18091,2020,1
18091,2020,1
18091,2020,8
18091,2020,1
18091,2020,1
26105,2020,1
26105,2020,1
18003,2020,1
18003,2020,2
18003,2020,1
18003,2020,2
18003,2020,4
18003,2020,1
18003,2020,1
18003,2020,2
18003,2020,4
18003,2020,2
18003,2020,4
18003,2020,1
18003,2020,1
18003,2020,10
18003,2020,2
18003,2020,3
18003,2020,2
18003,2020,1
18003,2020,1
18003,2020,16
18003,2020,4
18003,2020,1
18003,2020,1
18003,2020,3
18003,2020,1
18003,2020,1
18003,2020,1
18003,2020,2
18003,2020,3
18003,2020,1
18003,2020,17
18003,2020,3
26091,2020,1
13081,2020,1
12071,2020,1
12103,2020,1
12103,2020,1
12103,2020,1
12103,2020,1
12103,2020,1
12103,2020,1
12103,2020,1
12103,2020,8
12103,2020,1
12081,2020,1
12103,2020,1
12103,2020,2
12103,2020,1
12057,2020,1
12057,2020,1
12057,2020,1
12057,2020,1
12057,2020,1
12057,2020,1
12057,2020,1
12057,2020,1
12057,2020,1
12057,2020,7
12057,2020,1
12057,2020,1
12057,2020,1
12057,2020,1
12057,2020,1
12057,2020,1
12057,2020,4
12057,2020,2
12057,2020,1
12057,2020,1
12057,2020,1
12057,2020,2
12057,2020,1
12101,2020,1
12101,2020,1
12101,2020,1
12101,2020,1
12001,2020,1
12001,2020,1
12001,2020,1
12071,2020,1
12071,2020,2
12071,2020,1
12095,2020,1
12095,2020,1
12097,2020,1
12097,2020,1
12095,2020,1
12097,2020,1
12095,2020,1
12095,2020,2
12117,2020,2
12117,2020,1
12117,2020,1
12117,2020,3
12117,2020,1
12117,2020,1
12117,2020,2
12095,2020,1
12095,2020,3
12107,2020,2
12107,2020,1
12035,2020,1
12035,2020,2
12031,2020,1
12109,2020,1
12086,2020,1
12086,2020,1
12011,2020,1
12086,2020,1
12086,2020,1
12011,2020,1
12086,2020,1
12086,2020,1
12086,2020,1
12086,2020,1
12086,2020,2
12086,2020,9
12086,2020,6
12011,2020,2
12086,2020,2
12086,2020,1
12086,2020,2
12086,2020,1
12011,2020,1
12011,2020,1
12086,2020,1
12086,2020,1
12086,2020,1
12086,2020,1
12086,2020,1
12011,2020,1
12086,2020,1
12099,2020,1
12011,2020,22
12011,2020,14
12099,2020,1
12099,2020,1
12099,2020,1
12099,2020,1
12099,2020,1
12099,2020,1
12099,2020,1
12099,2020,3
12099,2020,8
12099,2020,1
12099,2020,5
12099,2020,5
12099,2020,6
12099,2020,1
12099,2020,1
12099,2020,1
12099,2020,3
12099,2020,1
12099,2020,1
12099,2020,1
12099,2020,13
12099,2020,1
12099,2020,1
12099,2020,1
12099,2020,11
12099,2020,42
12099,2020,2
12099,2020,1
12099,2020,1
12099,2020,1
12099,2020,2
12099,2020,1
12099,2020,1
12099,2020,3
12099,2020,1
12099,2020,2
12099,2020,1
12099,2020,1
12099,2020,1
12099,2020,1
12099,2020,2
12099,2020,2
12099,2020,1
12099,2020,1
12099,2020,3
12099,2020,1
12099,2020,1
12099,2020,36
12099,2020,12
12099,2020,1
12099,2020,1
12099,2020,1
12099,2020,1
12099,2020,2
12099,2020,1
12099,2020,1
12061,2020,4
12061,2020,5
12009,2020,1
12009,2020,1
12009,2020,1
12009,2020,1
12009,2020,1
12009,2020,9
12009,2020,8
12009,2020,1
12009,2020,1
12009,2020,1
12009,2020,1
12009,2020,1
12009,2020,1
12009,2020,1
12009,2020,2
12009,2020,2
12009,2020,1
12009,2020,1
12009,2020,2
12009,2020,1
12009,2020,1
12009,2020,2
13021,2020,1
13297,2020,1
13059,2020,2
13059,2020,1
37039,2020,1
37099,2020,2
21095,2020,1
21043,2020,6
45073,2020,1
45077,2020,1
37175,2020,1
45083,2020,1
37089,2020,1
37089,2020,1
47171,2020,2
51191,2020,3
54039,2020,1
54039,2020,1
54039,2020,2
54039,2020,1
54039,2020,1
45079,2020,1
45083,2020,1
37027,2020,1
37171,2020,1
37171,2020,1
37171,2020,1
54061,2020,1
45019,2020,3
45015,2020,1
45063,2020,1
45079,2020,1
45079,2020,1
45079,2020,4
45079,2020,16
37119,2020,16
37025,2020,1
37025,2020,2
37059,2020,1
37159,2020,1
51171,2020,1
51171,2020,1
45041,2020,2
37051,2020,2
37155,2020,1
37105,2020,1
37105,2020,1
37135,2020,1
37135,2020,1
37135,2020,1
37037,2020,1
37085,2020,1
37183,2020,1
37183,2020,1
37183,2020,1
37063,2020,1
37063,2020,1
37183,2020,2
37063,2020,1
37183,2020,1
37183,2020,1
37183,2020,1
51003,2020,1
51047,2020,2
51069,2020,1
37183,2020,1
37183,2020,1
37183,2020,1
37183,2020,1
37183,2020,12
37183,2020,5
37183,2020,1
37183,2020,1
37183,2020,1
37183,2020,2
37183,2020,1
37183,2020,1
37183,2020,1
37183,2020,2
37183,2020,1
37183,2020,1
37183,2020,2
37183,2020,1
37183,2020,1
37183,2020,1
37183,2020,1
37183,2020,1
37183,2020,1
39023,2020,1
39173,2020,1
39063,2020,1
39063,2020,1
39063,2020,1
39063,2020,1
39063,2020,1
26161,2020,1
39095,2020,1
39095,2020,1
39095,2020,3
39095,2020,1
39173,2020,2
39173,2020,2
39173,2020,1
39095,2020,1
26161,2020,1
39095,2020,1
39095,2020,1
39095,2020,2
39095,2020,1
39095,2020,2
39095,2020,1
26161,2020,2
39095,2020,1
39095,2020,1
26115,2020,1
39173,2020,1
39173,2020,1
39173,2020,1
39095,2020,5
39049,2020,1
39049,2020,1
39049,2020,1
39049,2020,1
39049,2020,1
39049,2020,1
39049,2020,1
39049,2020,2
39049,2020,1
39049,2020,1
39049,2020,1
39093,2020,1
39093,2020,1
26115,2020,1
26115,2020,1
26115,2020,1
26115,2020,1
26115,2020,1
26115,2020,1
26163,2020,1
26163,2020,2
26163,2020,1
26163,2020,3
26163,2020,1
26163,2020,2
26163,2020,2
26125,2020,5
26125,2020,12
26125,2020,19
26125,2020,1
26125,2020,1
26125,2020,1
26125,2020,2
26125,2020,1
26125,2020,1
26125,2020,1
26007,2020,2
39035,2020,1
39035,2020,10
39151,2020,1
39151,2020,1
39035,2020,2
39035,2020,3
39151,2020,1
39153,2020,1
42003,2020,1
42007,2020,1
42073,2020,1
42003,2020,1
36029,2020,1
36029,2020,1
51041,2020,1
51041,2020,1
51041,2020,2
51087,2020,4
51087,2020,1
51087,2020,1
51087,2020,5
51085,2020,1
51041,2020,1
51061,2020,1
51061,2020,13
51153,2020,1
51153,2020,1
51153,2020,9
51153,2020,1
51153,2020,1
51043,2020,1
51043,2020,3
51043,2020,1
51043,2020,1
51043,2020,3
51043,2020,2
51043,2020,1
51043,2020,1
51043,2020,2
51043,2020,1
54037,2020,4
24043,2020,1
24043,2020,1
54037,2020,1
51107,2020,6
51107,2020,11
51107,2020,6
51107,2020,1
51107,2020,1
51107,2020,1
51107,2020,1
51107,2020,1
51107,2020,1
51107,2020,1
51107,2020,2
51107,2020,7
51107,2020,1
51107,2020,1
51107,2020,1
24021,2020,1
51059,2020,1
51059,2020,1
51059,2020,1
51059,2020,5
51059,2020,1
51059,2020,1
51059,2020,1
51059,2020,1
51059,2020,1
51059,2020,1
42055,2020,1
51093,2020,4
51710,2020,1
51810,2020,1
51095,2020,1
51830,2020,1
51700,2020,1
51700,2020,1
51650,2020,2
51650,2020,1
51650,2020,1
51650,2020,1
51650,2020,1
51650,2020,1
24033,2020,1
24033,2020,1
24037,2020,1
24037,2020,1
24037,2020,1
24009,2020,1
24037,2020,1
24031,2020,3
24031,2020,1
24031,2020,2
24031,2020,1
24031,2020,2
24031,2020,1
24031,2020,3
24031,2020,1
24031,2020,1
24031,2020,1
24031,2020,2
24031,2020,1
24031,2020,1
24031,2020,1
24031,2020,1
51059,2020,21
24013,2020,1
24031,2020,1
51013,2020,1
51013,2020,2
24031,2020,1
24027,2020,2
51013,2020,1
51013,2020,1
51013,2020,2
51013,2020,1
51013,2020,1
51013,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
11001,2020,1
24013,2020,1
24033,2020,1
24033,2020,1
24033,2020,1
24033,2020,1
24033,2020,1
24033,2020,1
24033,2020,2
24033,2020,1
24033,2020,1
24033,2020,1
24033,2020,1
24005,2020,1
24033,2020,1
24005,2020,1
24033,2020,1
24005,2020,1
24005,2020,1
24005,2020,2
24005,2020,1
24005,2020,1
24003,2020,1
24005,2020,1
24003,2020,1
24003,2020,1
24510,2020,1
24005,2020,1
24005,2020,1
24510,2020,1
24510,2020,1
24005,2020,1
24003,2020,8
24003,2020,1
24005,2020,1
24510,2020,2
24003,2020,2
24025,2020,1
24005,2020,1
24005,2020,1
24005,2020,1
24005,2020,1
24025,2020,1
42071,2020,1
51001,2020,1
51001,2020,1
51001,2020,1
24045,2020,1
24045,2020,1
24045,2020,1
24045,2020,2
24045,2020,1
24045,2020,1
24039,2020,1
24045,2020,1
24045,2020,1
24045,2020,1
24045,2020,1
24039,2020,2
24045,2020,1
24045,2020,3
24045,2020,1
24045,2020,1
24045,2020,1
24045,2020,2
24045,2020,1
24045,2020,1
24045,2020,1
24045,2020,1
24045,2020,1
24045,2020,1
24045,2020,1
24045,2020,1
24045,2020,1
24047,2020,1
24035,2020,1
10003,2020,4
10003,2020,1
42029,2020,1
10003,2020,1
42045,2020,1
34001,2020,1
34001,2020,1
34001,2020,1
34001,2020,1
34001,2020,1
34001,2020,1
34005,2020,15
34005,2020,1
34005,2020,1
34005,2020,4
34005,2020,1
34005,2020,5
34005,2020,1
34005,2020,4
36003,2020,1
42041,2020,1
42071,2020,1
42071,2020,1
42071,2020,2
36109,2020,1
42029,2020,1
42029,2020,1
42091,2020,2
42029,2020,1
42091,2020,1
42029,2020,2
42029,2020,1
42029,2020,1
42029,2020,1
42029,2020,1
42029,2020,1
42029,2020,4
42029,2020,1
42029,2020,1
42029,2020,1
42029,2020,1
42091,2020,1
42079,2020,1
36075,2020,1
36075,2020,5
36067,2020,8
36053,2020,1
36053,2020,1
36077,2020,1
36077,2020,9
36077,2020,2
36077,2020,1
42017,2020,2
42017,2020,1
42017,2020,1
42017,2020,1
42017,2020,4
42017,2020,1
42017,2020,1
42017,2020,1
34005,2020,1
34021,2020,15
34035,2020,1
34021,2020,1
34021,2020,1
34021,2020,23
34021,2020,1
34035,2020,1
34021,2020,1
34035,2020,1
34035,2020,1
34035,2020,2
34035,2020,8
34035,2020,2
34035,2020,1
34035,2020,1
34035,2020,2
34035,2020,1
34035,2020,1
34035,2020,1
34021,2020,1
34035,2020,1
34035,2020,6
34035,2020,1
34035,2020,1
34035,2020,1
34021,2020,1
34023,2020,2
34023,2020,1
34023,2020,1
34023,2020,1
34023,2020,1
34023,2020,1
34023,2020,2
34023,2020,1
34025,2020,1
34023,2020,2
34023,2020,1
34023,2020,1
34023,2020,2
34023,2020,1
34023,2020,1
34023,2020,1
34023,2020,1
34023,2020,2
34023,2020,3
34023,2020,1
34023,2020,1
34023,2020,1
34023,2020,2
34023,2020,3
34023,2020,1
34023,2020,1
34025,2020,1
34025,2020,1
34025,2020,2
34037,2020,1
34035,2020,1
34035,2020,1
34035,2020,2
34035,2020,2
34035,2020,2
36071,2020,1
34027,2020,1
34027,2020,1
34027,2020,1
34027,2020,1
34027,2020,2
34027,2020,1
34027,2020,1
34013,2020,1
34013,2020,3
34013,2020,34
34013,2020,2
34013,2020,1
34013,2020,3
34013,2020,1
34013,2020,1
34013,2020,1
34013,2020,1
34013,2020,1
34013,2020,1
34013,2020,2
34013,2020,2
34013,2020,1
34013,2020,1
34013,2020,1
34013,2020,2
34013,2020,1
34013,2020,29
34013,2020,1
34013,2020,1
34013,2020,6
34013,2020,1
34013,2020,5
34013,2020,1
34013,2020,2
34013,2020,2
34013,2020,1
34013,2020,1
34013,2020,1
34013,2020,1
34013,2020,2
34013,2020,2
34013,2020,1
34013,2020,1
34003,2020,8
34003,2020,1
34013,2020,1
34013,2020,1
34013,2020,1
34013,2020,2
34013,2020,1
34003,2020,1
34013,2020,1
34013,2020,1
34013,2020,1
34003,2020,1
34003,2020,1
34003,2020,1
34003,2020,1
34003,2020,1
34003,2020,1
34003,2020,2
36061,2020,2
36061,2020,4
36061,2020,2
36087,2020,3
36061,2020,1
34003,2020,8
34003,2020,10
34003,2020,1
34003,2020,2
36061,2020,1
36061,2020,1
36061,2020,1
36061,2020,1
36061,2020,1
36061,2020,3
36061,2020,1
36061,2020,1
36061,2020,2
36061,2020,1
36061,2020,1
36061,2020,1
36061,2020,1
36119,2020,4
36119,2020,6
36111,2020,1
36111,2020,1
36077,2020,1
36001,2020,1
36033,2020,1
36033,2020,1
36119,2020,15
36059,2020,1
36119,2020,8
36059,2020,1
36059,2020,1
36059,2020,6
36059,2020,1
36059,2020,2
9001,2020,1
9001,2020,1
9001,2020,1
9001,2020,1
9001,2020,2
9001,2020,1
9001,2020,1
9001,2020,1
9001,2020,1
9001,2020,1
9001,2020,2
9001,2020,1
9001,2020,1
9001,2020,1
9001,2020,1
9001,2020,1
9001,2020,2
9001,2020,1
9001,2020,1
9001,2020,1
9001,2020,1
9001,2020,2
9001,2020,2
9001,2020,1
9001,2020,1
9001,2020,1
9001,2020,1
9001,2020,2
9001,2020,1
9001,2020,1
9001,2020,1
9001,2020,1
36103,2020,1
9009,2020,1
9009,2020,1
9001,2020,1
9009,2020,2
9009,2020,1
NA,2020,1
9009,2020,1
9009,2020,1
9009,2020,1
36103,2020,2
NA,2020,4
9009,2020,1
NA,2020,4
9009,2020,4
NA,2020,1
NA,2020,1
NA,2020,4
NA,2020,1
NA,2020,1
9009,2020,5
NA,2020,1
9009,2020,6
NA,2020,1
9009,2020,1
9009,2020,2
9009,2020,1
9009,2020,2
9009,2020,2
9009,2020,1
9009,2020,1
9009,2020,2
9009,2020,1
9009,2020,1
9009,2020,1
9009,2020,1
9009,2020,1
9009,2020,1
9009,2020,1
9009,2020,1
9009,2020,1
9009,2020,1
9009,2020,1
9009,2020,1
9009,2020,2
9009,2020,3
9009,2020,2
9009,2020,1
9009,2020,4
9009,2020,1
9009,2020,1
9009,2020,1
9009,2020,1
9009,2020,1
36027,2020,1
9003,2020,1
9003,2020,1
9003,2020,1
9003,2020,1
9003,2020,1
36001,2020,1
36001,2020,3
36001,2020,5
36001,2020,3
9007,2020,2
9007,2020,1
9007,2020,1
9007,2020,1
50027,2020,1
50027,2020,1
33009,2020,1
25027,2020,1
25027,2020,1
25027,2020,1
25027,2020,2
25017,2020,1
25017,2020,1
25017,2020,2
25017,2020,1
25017,2020,1
25017,2020,1
25017,2020,2
25017,2020,2
25017,2020,1
25017,2020,1
25017,2020,2
25017,2020,1
25017,2020,1
25017,2020,1
25017,2020,1
25017,2020,1
25017,2020,1
25017,2020,1
25017,2020,1
25017,2020,1
33001,2020,1
25021,2020,15
25017,2020,1
25021,2020,1
25017,2020,1
25021,2020,1
25005,2020,1
25005,2020,1
25017,2020,1
25017,2020,1
25017,2020,1
25017,2020,1
25025,2020,1
25017,2020,2
25017,2020,1
25017,2020,1
25017,2020,2
25023,2020,1
25017,2020,1
25017,2020,1
25017,2020,3
25017,2020,1
25017,2020,1
25017,2020,1
25017,2020,1
25017,2020,3
25017,2020,1
25017,2020,1
25017,2020,1
25017,2020,1
25017,2020,3
25017,2020,1
25017,2020,2
25017,2020,5
25017,2020,8
25017,2020,31
25009,2020,1
25009,2020,2
25009,2020,2
25009,2020,1
25009,2020,4
25009,2020,1
25017,2020,9
25017,2020,1
25009,2020,7
25009,2020,3
25009,2020,6
25009,2020,7
25009,2020,1
25009,2020,2
25009,2020,1
25009,2020,2
25009,2020,1
25009,2020,4
25009,2020,3
25009,2020,2
25009,2020,3
25009,2020,1
25009,2020,2
25009,2020,3
25009,2020,1
33015,2020,7
33015,2020,1
33015,2020,1
33015,2020,2
33015,2020,1
25009,2020,1
33015,2020,2
33015,2020,3
33015,2020,5
33015,2020,2
33015,2020,2
33015,2020,9
33015,2020,3
23031,2020,1
23005,2020,1
23027,2020,1
23027,2020,1
27019,2020,1
27019,2020,1
27019,2020,1
27019,2020,1
27019,2020,1
27053,2020,2
27053,2020,1
27053,2020,1
27053,2020,1
