CountyFIPS,Year,PopulationDensity
51-043,2016,14309
51-043,2017,14468
51-043,2018,14517
51-043,2019,14576
51-043,2020,14622
51-045,2004,5142
51-045,2005,5139
51-045,2006,5158
51-045,2007,5212
51-045,2008,5167
51-045,2009,5120
51-045,2010,5198
51-045,2010,5190
51-045,2010,5175
51-045,2011,5170
51-045,2012,5139
51-045,2013,5138
51-045,2014,5177
51-045,2015,5140
51-045,2016,5138
51-045,2017,5070
51-045,2018,5105
51-045,2019,5127
51-045,2020,5077
51-047,2004,39670
51-047,2005,41894
51-047,2006,44076
51-047,2007,45527
51-047,2008,46056
51-047,2009,46236
51-047,2010,46834
51-047,2010,46687
51-047,2010,46689
51-047,2011,47347
51-047,2012,47850
51-047,2013,48609
51-047,2014,49243
51-047,2015,49559
51-047,2016,50337
51-047,2017,51261
51-047,2018,51785
51-047,2019,52722
51-047,2020,53569
51-049,2004,9223
51-049,2005,9465
51-049,2006,9596
51-049,2007,9762
51-049,2008,9849
51-049,2009,10013
51-049,2010,10028
51-049,2010,10039
51-049,2010,10052
51-049,2011,9987
51-049,2012,9845
51-049,2013,9852
51-049,2014,9843
51-049,2015,9758
51-049,2016,9742
51-049,2017,9840
51-049,2018,9863
51-049,2019,9967
51-049,2020,9933
51-051,2004,16003
51-051,2005,16111
51-051,2006,15958
51-051,2007,15971
51-051,2008,16078
51-051,2009,15925
51-051,2010,15846
51-051,2010,15877
51-051,2010,15903
51-051,2011,15778
51-051,2012,15708
51-051,2013,15527
51-051,2014,15345
51-051,2015,15200
51-051,2016,15019
51-051,2017,14728
51-051,2018,14502
51-051,2019,14295
51-051,2020,14078
51-053,2004,25770
51-053,2005,26149
51-053,2006,26590
51-053,2007,27078
51-053,2008,27694
51-053,2009,27888
51-053,2010,28062
51-053,2010,28011
51-053,2010,28001
51-053,2011,28114
51-053,2012,28222
51-053,2013,28087
51-053,2014,28090
51-053,2015,28146
51-053,2016,28458
51-053,2017,28678
51-053,2018,28800
51-053,2019,28804
51-053,2020,28688
51-057,2004,10238
51-057,2005,10445
51-057,2006,10576
51-057,2007,10739
51-057,2008,10920
51-057,2009,11104
51-057,2010,11145
51-057,2010,11149
51-057,2010,11151
51-057,2011,11168
51-057,2012,11133
51-057,2013,11158
51-057,2014,11066
51-057,2015,11091
51-057,2016,11073
51-057,2017,10960
51-057,2018,10889
51-057,2019,10936
51-057,2020,10943
51-059,2004,1010938
51-059,2005,1019490
51-059,2006,1018981
51-059,2007,1027727
51-059,2008,1044178
51-059,2009,1065142
51-059,2010,1086165
51-059,2010,1081681
51-059,2010,1081726
51-059,2011,1103571
51-059,2012,1120654
51-059,2013,1132186
51-059,2014,1136794
51-059,2015,1141040
51-059,2016,1144957
51-059,2017,1149346
51-059,2018,1149688
51-059,2019,1152359
51-059,2020,1150847
51-061,2004,61319
51-061,2005,62686
51-061,2006,63761
51-061,2007,64122
51-061,2008,64558
51-061,2009,64907
51-061,2010,65433
51-061,2010,65222
51-061,2010,65203
51-061,2011,66032
51-061,2012,66567
51-061,2013,67150
51-061,2014,68135
51-061,2015,68449
51-061,2016,68831
51-061,2017,69555
51-061,2018,70722
51-061,2019,71297
51-061,2020,71361
51-063,2004,14371
51-063,2005,14588
51-063,2006,14762
51-063,2007,14823
51-063,2008,15101
51-063,2009,15150
51-063,2010,15367
51-063,2010,15293
51-063,2010,15279
51-063,2011,15404
51-063,2012,15438
51-063,2013,15493
51-063,2014,15538
51-063,2015,15565
51-063,2016,15685
51-063,2017,15783
51-063,2018,15788
51-063,2019,15796
51-063,2020,15777
51-065,2004,23451
51-065,2005,24318
51-065,2006,24638
51-065,2007,25134
51-065,2008,25461
51-065,2009,25576
51-065,2010,25792
51-065,2010,25743
51-065,2010,25691
51-065,2011,25959
51-065,2012,25889
51-065,2013,25833
51-065,2014,25980
51-065,2015,26144
51-065,2016,26227
51-065,2017,26517
51-065,2018,26931
51-065,2019,27266
51-065,2020,27422
51-067,2004,51001
51-067,2005,51976
51-067,2006,53037
51-067,2007,54447
51-067,2008,55284
51-067,2009,55732
51-067,2010,56174
51-067,2010,56159
51-067,2010,56124
51-067,2011,56339
51-067,2012,56293
51-067,2013,56272
51-067,2014,56265
51-067,2015,56234
51-067,2016,56167
51-067,2017,56341
51-067,2018,56297
51-067,2019,56185
51-067,2020,56167
51-069,2004,67442
51-069,2005,69921
51-069,2006,72456
51-069,2007,74670
51-069,2008,76060
51-069,2009,77477
51-069,2010,78545
51-069,2010,78266
51-069,2010,78305
51-069,2011,79519
51-069,2012,80247
51-069,2013,81494
51-069,2014,82735
51-069,2015,83525
51-069,2016,84722
51-069,2017,86568
51-069,2018,88378
51-069,2019,89483
51-069,2020,91119
51-071,2004,16786
51-071,2005,16963
51-071,2006,17161
51-071,2007,17138
51-071,2008,17168
51-071,2009,17264
51-071,2010,17317
51-071,2010,17288
51-071,2010,17286
51-071,2011,17152
51-071,2012,17024
51-071,2013,16992
51-071,2014,16853
51-071,2015,16768
51-071,2016,16855
51-071,2017,16759
51-071,2018,16829
51-071,2019,16693
51-071,2020,16663
51-073,2004,35714
51-073,2005,36011
51-073,2006,36220
51-073,2007,36466
51-073,2008,36638
51-073,2009,36778
51-073,2010,36942
51-073,2010,36859
51-073,2010,36858
51-073,2011,36897
51-073,2012,36849
51-073,2013,36780
51-073,2014,37038
51-073,2015,37032
51-073,2016,37121
51-073,2017,37332
51-073,2018,37398
51-073,2019,37499
51-073,2020,37459
51-075,2004,18570
51-075,2005,19349
51-075,2006,20176
51-075,2007,20869
51-075,2008,21285
51-075,2009,21604
51-075,2010,21906
51-075,2010,21852
51-075,2010,21717
51-075,2011,21537
51-075,2012,21438
51-075,2013,21732
51-075,2014,22020
51-075,2015,22344
51-075,2016,22665
51-075,2017,22893
51-075,2018,23423
51-075,2019,23949
51-075,2020,24431
51-077,2004,16301
51-077,2005,16153
51-077,2006,16096
51-077,2007,16066
51-077,2008,15938
51-077,2009,15696
51-077,2010,15500
51-077,2010,15533
51-077,2010,15557
51-077,2011,15368
51-077,2012,15146
51-077,2013,15131
51-077,2014,15925
51-077,2015,15960
51-077,2016,15870
51-077,2017,15699
51-077,2018,15621
51-077,2019,15574
51-077,2020,15493
51-079,2004,16895
51-079,2005,17155
51-079,2006,17607
51-079,2007,17972
51-079,2008,18131
51-079,2009,18237
51-079,2010,18480
51-079,2010,18412
51-079,2010,18403
51-079,2011,18694
51-079,2012,18831
51-079,2013,18874
51-079,2014,19131
51-079,2015,19205
51-079,2016,19313
51-079,2017,19608
51-079,2018,19719
51-079,2019,19901
51-079,2020,20131
51-081,2004,11428
51-081,2005,12063
51-081,2006,12048
51-081,2007,12147
51-081,2008,12206
51-081,2009,12272
51-081,2010,12233
51-081,2010,12245
51-081,2010,12243
51-081,2011,12001
51-081,2012,11746
51-081,2013,11690
51-081,2014,11568
51-081,2015,11792
51-081,2016,11515
51-081,2017,11552
51-081,2018,11380
51-081,2019,11289
51-081,2020,11280
51-083,2004,36382
51-083,2005,36340
51-083,2006,36383
51-083,2007,36338
51-083,2008,36347
51-083,2009,36293
51-083,2010,36204
51-083,2010,36253
51-083,2010,36241
51-083,2011,35997
51-083,2012,35740
51-083,2013,35389
51-083,2014,35205
51-083,2015,35104
51-083,2016,35003
51-083,2017,34592
51-083,2018,34212
51-083,2019,34035
51-083,2020,33633
51-085,2004,95295
51-085,2005,96451
51-085,2006,98025
51-085,2007,98830
51-085,2008,99404
51-085,2009,99651
51-085,2010,99886
51-085,2010,99863
51-085,2010,99833
51-085,2011,99899
51-085,2012,100340
51-085,2013,101075
51-085,2014,101740
51-085,2015,103095
51-085,2016,104345
51-085,2017,105729
51-085,2018,106821
51-085,2019,107535
51-085,2020,108262
51-087,2004,280290
51-087,2005,286441
51-087,2006,291460
51-087,2007,296408
51-087,2008,300198
51-087,2009,304763
51-087,2010,307201
51-087,2010,306698
51-087,2010,306935
51-087,2011,310401
51-087,2012,315575
51-087,2013,318646
51-087,2014,321863
51-087,2015,324424
51-087,2016,326178
51-087,2017,328008
51-087,2018,329917
51-087,2019,332513
51-087,2020,333766
51-089,2004,56183
51-089,2005,55651
51-089,2006,55464
51-089,2007,55284
51-089,2008,55073
51-089,2009,54402
51-089,2010,54102
51-089,2010,54144
51-089,2010,54151
51-089,2011,53530
51-089,2012,53098
51-089,2013,52738
51-089,2014,52235
51-089,2015,51944
51-089,2016,51654
51-089,2017,51370
51-089,2018,51101
51-089,2019,50724
51-089,2020,50309
51-091,2004,2442
51-091,2005,2463
51-091,2006,2479
51-091,2007,2424
51-091,2008,2403
51-091,2009,2363
51-091,2010,2297
51-091,2010,2319
51-091,2010,2321
51-091,2011,2260
51-091,2012,2234
51-091,2013,2205
51-091,2014,2238
51-091,2015,2196
51-091,2016,2213
51-091,2017,2215
51-091,2018,2206
51-091,2019,2176
51-091,2020,2200
51-093,2004,31899
51-093,2005,32566
51-093,2006,33716
51-093,2007,34581
51-093,2008,34955
51-093,2009,35270
51-093,2010,35319
51-093,2010,35270
51-093,2010,35279
51-093,2011,35301
51-093,2012,35352
51-093,2013,35542
51-093,2014,35887
51-093,2015,36185
51-093,2016,36450
51-093,2017,36758
51-093,2018,37203
51-093,2019,37400
51-093,2020,37725
51-095,2004,56182
51-095,2005,58428
51-095,2006,61133
51-095,2007,63007
51-095,2008,64436
51-095,2009,66118
51-095,2010,67681
51-095,2010,67400
51-095,2010,67009
51-095,2011,68339
51-095,2012,69460
51-095,2013,70674
51-095,2014,72145
51-095,2015,72920
51-095,2016,74075
51-095,2017,75429
51-095,2018,76206
51-095,2019,76838
51-095,2020,77612
51-097,2004,6739
51-097,2005,6792
51-097,2006,6915
51-097,2007,6948
51-097,2008,6916
51-097,2009,6893
51-097,2010,6976
51-097,2010,6940
51-097,2010,6945
51-097,2011,6986
51-097,2012,7008
51-097,2013,7029
51-097,2014,7084
51-097,2015,7089
51-097,2016,7059
51-097,2017,7010
51-097,2018,7033
51-097,2019,7011
51-097,2020,6942
51-099,2004,19124
51-099,2005,20476
51-099,2006,21519
51-099,2007,22444
51-099,2008,22996
51-099,2009,23335
51-099,2010,23697
51-099,2010,23578
51-099,2010,23584
51-099,2011,24277
51-099,2012,24615
51-099,2013,24909
51-099,2014,25284
51-099,2015,25442
51-099,2016,25982
51-099,2017,26379
51-099,2018,26673
51-099,2019,26981
51-099,2020,27381
51-101,2004,13975
51-101,2005,14278
51-101,2006,14874
51-101,2007,15296
51-101,2008,15604
51-101,2009,15768
51-101,2010,15999
51-101,2010,15935
51-101,2010,15927
51-101,2011,16013
51-101,2012,15977
51-101,2013,16096
51-101,2014,16153
51-101,2015,16287
51-101,2016,16416
51-101,2017,16706
51-101,2018,16962
51-101,2019,17198
51-101,2020,17641
51-103,2004,11514
51-103,2005,11533
51-103,2006,11551
51-103,2007,11573
51-103,2008,11481
51-103,2009,11403
51-103,2010,11362
51-103,2010,11391
51-103,2010,11390
51-103,2011,11276
51-103,2012,11125
51-103,2013,10960
51-103,2014,10863
51-103,2015,10828
51-103,2016,10776
51-103,2017,10724
51-103,2018,10692
51-103,2019,10619
51-103,2020,10618
51-105,2004,25168
51-105,2005,25150
51-105,2006,25228
51-105,2007,25322
51-105,2008,25463
51-105,2009,25578
51-105,2010,25606
51-105,2010,25591
51-105,2010,25587
51-105,2011,25546
51-105,2012,25433
51-105,2013,25094
51-105,2014,24744
51-105,2015,24624
51-105,2016,24198
51-105,2017,23934
51-105,2018,23703
51-105,2019,23540
51-105,2020,23238
51-107,2004,238299
51-107,2005,254909
51-107,2006,267194
51-107,2007,279704
51-107,2008,292570
51-107,2009,303661
51-107,2010,315486
51-107,2010,312342
51-107,2010,312311
51-107,2011,326357
51-107,2012,337902
51-107,2013,350001
51-107,2014,362330
51-107,2015,374176
51-107,2016,385750
51-107,2017,397192
51-107,2018,405964
51-107,2019,414872
51-107,2020,422784
51-109,2004,28582
51-109,2005,29835
51-109,2006,30946
51-109,2007,31716
51-109,2008,32475
51-109,2009,32840
51-109,2010,33169
51-109,2010,33028
51-109,2010,33153
51-109,2011,33325
51-109,2012,33357
51-109,2013,33850
51-109,2014,34173
51-109,2015,34475
51-109,2016,35202
51-109,2017,35803
51-109,2018,36656
51-109,2019,37477
51-109,2020,38132
51-111,2004,12952
51-111,2005,13030
51-111,2006,13070
51-111,2007,13024
51-111,2008,12936
51-111,2009,12887
51-111,2010,12909
51-111,2010,12914
51-111,2010,12916
51-111,2011,12907
51-111,2012,12639
51-111,2013,12534
51-111,2014,12480
51-111,2015,12348
51-111,2016,12340
51-111,2017,12353
51-111,2018,12257
51-111,2019,12251
51-111,2020,12267
51-113,2004,12902
51-113,2005,13106
51-113,2006,13291
51-113,2007,13429
51-113,2008,13332
51-113,2009,13358
51-113,2010,13299
51-113,2010,13308
51-113,2010,13306
51-113,2011,13142
51-113,2012,13135
51-113,2013,13093
51-113,2014,13034
51-113,2015,13054
51-113,2016,13097
51-113,2017,13218
51-113,2018,13198
51-113,2019,13213
51-113,2020,13312
51-115,2004,9021
51-115,2005,8962
51-115,2006,8987
51-115,2007,9026
51-115,2008,9041
51-115,2009,8997
51-115,2010,8974
51-115,2010,8978
51-115,2010,8976
51-115,2011,8944
51-115,2012,8911
51-115,2013,8899
51-115,2014,8813
51-115,2015,8833
51-115,2016,8781
51-115,2017,8704
51-115,2018,8766
51-115,2019,8782
51-115,2020,8766
51-117,2004,32547
51-117,2005,32554
51-117,2006,32642
51-117,2007,32823
51-117,2008,32920
51-117,2009,32815
51-117,2010,32716
51-117,2010,32727
51-117,2010,32722
51-117,2011,32567
51-117,2012,31698
51-117,2013,31249
51-117,2014,31117
51-117,2015,30934
51-117,2016,30815
51-117,2017,30705
51-117,2018,30707
51-117,2019,30723
51-117,2020,30679
51-119,2004,10399
51-119,2005,10526
51-119,2006,10732
51-119,2007,10763
51-119,2008,10806
51-119,2009,10875
51-119,2010,10981
51-119,2010,10959
51-119,2010,10959
51-119,2011,10855
51-119,2012,10851
51-119,2013,10781
51-119,2014,10653
51-119,2015,10683
51-119,2016,10750
51-119,2017,10614
51-119,2018,10717
51-119,2019,10561
51-119,2020,10569
51-121,2004,87289
51-121,2005,88696
51-121,2006,90062
51-121,2007,91548
51-121,2008,92724
51-121,2009,93772
51-121,2010,94560
51-121,2010,94419
51-121,2010,94392
51-121,2011,94761
51-121,2012,95698
51-121,2013,96658
51-121,2014,97193
51-121,2015,97427
51-121,2016,98302
51-121,2017,98230
51-121,2018,98681
51-121,2019,98872
51-121,2020,98391
51-125,2004,14699
51-125,2005,14828
51-125,2006,14809
51-125,2007,14993
51-125,2008,15050
51-125,2009,15090
51-125,2010,14978
51-125,2010,15015
51-125,2010,15020
51-125,2011,15019
51-125,2012,14802
51-125,2013,14799
51-125,2014,14867
51-125,2015,14764
51-125,2016,14802
51-125,2017,14800
51-125,2018,14836
51-125,2019,14867
51-125,2020,14755
51-127,2004,15317
51-127,2005,15953
51-127,2006,16680
51-127,2007,17254
51-127,2008,17728
51-127,2009,18057
51-127,2010,18543
51-127,2010,18432
51-127,2010,18429
51-127,2011,18763
51-127,2012,19148
51-127,2013,19516
51-127,2014,20021
51-127,2015,20382
51-127,2016,21015
51-127,2017,21629
51-127,2018,22275
51-127,2019,22984
51-127,2020,23648
51-131,2004,12759
51-131,2005,12771
51-131,2006,12776
51-131,2007,12649
51-131,2008,12586
51-131,2009,12460
51-131,2010,12410
51-131,2010,12391
51-131,2010,12389
51-131,2011,12406
51-131,2012,12209
51-131,2013,12029
51-131,2014,12034
51-131,2015,12073
51-131,2016,12003
51-131,2017,11867
51-131,2018,11789
51-131,2019,11800
51-131,2020,11673
51-133,2004,12487
51-133,2005,12501
51-133,2006,12430
51-133,2007,12466
51-133,2008,12496
51-133,2009,12379
51-133,2010,12356
51-133,2010,12331
51-133,2010,12330
51-133,2011,12452
51-133,2012,12421
51-133,2013,12298
51-133,2014,12256
51-133,2015,12243
51-133,2016,12174
51-133,2017,12270
51-133,2018,12172
51-133,2019,12069
51-133,2020,12069
51-135,2004,15628
51-135,2005,15795
51-135,2006,15719
51-135,2007,15799
51-135,2008,15847
51-135,2009,15894
51-135,2010,15847
51-135,2010,15858
51-135,2010,15853
51-135,2011,15891
51-135,2012,15758
51-135,2013,15642
51-135,2014,15515
51-135,2015,15613
51-135,2016,15502
51-135,2017,15439
51-135,2018,15381
51-135,2019,15206
51-135,2020,15160
51-137,2004,28658
51-137,2005,29990
51-137,2006,31438
51-137,2007,32273
51-137,2008,33077
51-137,2009,33329
51-137,2010,33566
51-137,2010,33541
51-137,2010,33481
51-137,2011,33982
51-137,2012,34263
51-137,2013,34607
51-137,2014,34912
51-137,2015,35173
51-137,2016,35369
51-137,2017,35882
51-137,2018,36620
51-137,2019,36941
51-137,2020,37695
51-139,2004,23527
51-139,2005,23708
51-139,2006,24045
51-139,2007,24222
51-139,2008,24208
51-139,2009,24076
51-139,2010,24062
51-139,2010,24048
51-139,2010,24042
51-139,2011,23956
51-139,2012,23841
51-139,2013,23724
51-139,2014,23787
51-139,2015,23667
51-139,2016,23633
51-139,2017,23801
51-139,2018,24005
51-139,2019,23937
51-139,2020,23933
51-141,2004,18836
51-141,2005,18802
51-141,2006,18766
51-141,2007,18748
51-141,2008,18677
51-141,2009,18562
51-141,2010,18474
51-141,2010,18505
51-141,2010,18490
51-141,2011,18339
51-141,2012,18339
51-141,2013,18256
51-141,2014,18185
51-141,2015,17972
51-141,2016,17830
51-141,2017,17727
51-141,2018,17659
51-141,2019,17592
51-141,2020,17493
51-143,2004,62279
51-143,2005,62467
51-143,2006,62586
51-143,2007,62803
51-143,2008,63472
51-143,2009,63386
51-143,2010,63591
51-143,2010,63471
51-143,2010,63506
51-143,2011,63269
51-143,2012,62900
51-143,2013,62566
51-143,2014,62386
51-143,2015,62027
51-143,2016,61744
51-143,2017,61334
51-143,2018,60938
51-143,2019,60470
51-143,2020,59850
51-145,2004,25568
51-145,2005,26372
51-145,2006,27391
51-145,2007,27599
51-145,2008,27745
51-145,2009,27983
51-145,2010,28133
51-145,2010,28073
51-145,2010,28046
51-145,2011,28138
51-145,2012,28186
51-145,2013,28315
51-145,2014,28504
51-145,2015,28068
51-145,2016,28463
51-145,2017,28722
51-145,2018,29199
51-145,2019,29734
51-145,2020,30148
51-147,2004,20639
51-147,2005,21341
51-147,2006,21722
51-147,2007,22293
51-147,2008,22959
51-147,2009,23260
51-147,2010,23364
51-147,2010,23363
51-147,2010,23368
51-147,2011,22328
51-147,2012,23187
51-147,2013,22733
51-147,2014,22994
51-147,2015,23139
51-147,2016,23049
51-147,2017,22698
51-147,2018,22879
51-147,2019,22827
51-147,2020,23006
51-149,2004,34925
51-149,2005,34798
51-149,2006,34575
51-149,2007,34466
51-149,2008,35059
51-149,2009,35828
51-149,2010,35643
51-149,2010,35715
51-149,2010,35725
51-149,2011,36734
51-149,2012,37155
51-149,2013,37376
51-149,2014,37465
51-149,2015,38306
51-149,2016,38026
51-149,2017,38049
51-149,2018,38170
51-149,2019,38528
51-149,2020,38686
51-153,2004,337439
51-153,2005,350612
51-153,2006,359174
51-153,2007,368016
51-153,2008,374776
51-153,2009,389001
51-153,2010,406183
51-153,2010,402006
51-153,2010,402002
51-153,2011,419149
51-153,2012,429716
51-153,2013,437900
51-153,2014,444004
51-153,2015,451242
51-153,2016,456805
51-153,2017,463400
51-153,2018,466658
51-153,2019,471774
51-153,2020,475533
51-155,2004,34829
51-155,2005,34748
51-155,2006,34891
51-155,2007,35058
51-155,2008,35051
51-155,2009,34988
51-155,2010,34830
51-155,2010,34857
51-155,2010,34872
51-155,2011,34741
51-155,2012,34734
51-155,2013,34551
51-155,2014,34343
51-155,2015,34357
51-155,2016,34268
51-155,2017,34255
51-155,2018,34097
51-155,2019,34009
51-155,2020,33935
51-157,2004,7289
51-157,2005,7384
51-157,2006,7348
51-157,2007,7403
51-157,2008,7420
51-157,2009,7333
51-157,2010,7502
51-157,2010,7373
51-157,2010,7507
51-157,2011,7478
51-157,2012,7414
51-157,2013,7433
51-157,2014,7344
51-157,2015,7409
51-157,2016,7384
51-157,2017,7409
51-157,2018,7373
51-157,2019,7372
51-157,2020,7260
51-159,2004,9202
51-159,2005,9213
51-159,2006,9328
51-159,2007,9426
51-159,2008,9386
51-159,2009,9251
51-159,2010,9276
51-159,2010,9250
51-159,2010,9254
51-159,2011,9204
51-159,2012,9076
51-159,2013,8948
51-159,2014,8880
51-159,2015,8779
51-159,2016,8755
51-159,2017,8882
51-159,2018,8982
51-159,2019,9066
51-159,2020,9071
51-161,2004,88177
51-161,2005,89245
51-161,2006,90489
51-161,2007,91120
51-161,2008,91704
51-161,2009,92215
51-161,2010,92416
51-161,2010,92376
51-161,2010,92476
51-161,2011,92841
51-161,2012,92771
51-161,2013,93354
51-161,2014,93428
51-161,2015,93439
51-161,2016,93520
51-161,2017,93900
51-161,2018,94161
51-161,2019,94423
51-161,2020,94509
51-163,2004,21432
51-163,2005,21738
51-163,2006,21931
51-163,2007,22228
51-163,2008,22363
51-163,2009,22269
51-163,2010,22348
51-163,2010,22307
51-163,2010,22357
51-163,2011,22449
51-163,2012,22384
51-163,2013,22337
51-163,2014,22443
51-163,2015,22410
51-163,2016,22467
51-163,2017,22736
51-163,2018,22904
51-163,2019,22774
51-163,2020,22757
51-165,2004,70789
51-165,2005,72030
51-165,2006,73000
51-165,2007,74274
51-165,2008,75075
51-165,2009,75850
51-165,2010,76413
51-165,2010,76324
51-165,2010,76314
51-165,2011,76868
51-165,2012,77149
51-165,2013,77437
51-165,2014,77897
51-165,2015,78469
51-165,2016,79401
51-165,2017,80448
51-165,2018,81353
51-165,2019,82140
51-165,2020,82346
51-167,2004,28546
51-167,2005,28508
51-167,2006,28618
51-167,2007,28889
51-167,2008,28831
51-167,2009,29012
51-167,2010,28873
51-167,2010,28897
51-167,2010,28917
51-167,2011,28681
51-167,2012,28429
51-167,2013,28337
51-167,2014,28082
51-167,2015,27863
51-167,2016,27423
51-167,2017,27054
51-167,2018,26820
51-167,2019,26739
51-167,2020,26647
51-169,2004,22954
51-169,2005,23084
