CountyFIPS,Year,TotalAnnualPrecipitation
GA-059,2018,749.8999999999999
GA-059,2019,762.5999999999999
GA-059,2020,760.6
GA-061,2004,787.8
GA-061,2005,787.1
GA-061,2006,795.2
GA-061,2007,793.4000000000001
GA-061,2008,785.0999999999999
GA-061,2009,777.6999999999999
GA-061,2010,774.6999999999999
GA-061,2011,789.6
GA-061,2012,805.7000000000002
GA-061,2013,784.7999999999998
GA-061,2014,776.6
GA-061,2015,808.3000000000001
GA-061,2016,809.6999999999999
GA-061,2017,812.1000000000001
GA-061,2018,800.9000000000001
GA-061,2019,813.7000000000002
GA-061,2020,806.1000000000001
GA-063,2004,741.6000000000001
GA-063,2005,738.3000000000001
GA-063,2006,750
GA-063,2007,755.6
GA-063,2008,735
GA-063,2009,731.8
GA-063,2010,736.5000000000001
GA-063,2011,752.7
GA-063,2012,768.5
GA-063,2013,730.6000000000001
GA-063,2014,729.3000000000001
GA-063,2015,756.9999999999999
GA-063,2016,770
GA-063,2017,768.6
GA-063,2018,759.2
GA-063,2019,774
GA-063,2020,760.0999999999999
GA-065,2004,804.3000000000001
GA-065,2005,803.4000000000001
GA-065,2006,810.7
GA-065,2007,813.5999999999999
GA-065,2008,801.8000000000001
GA-065,2009,801.3
GA-065,2010,788.0999999999999
GA-065,2011,812.5
GA-065,2012,818.7
GA-065,2013,809.1
GA-065,2014,798.7
GA-065,2015,830.5000000000001
GA-065,2016,828.6
GA-065,2017,834.4
GA-065,2018,817.9
GA-065,2019,827.9000000000001
GA-065,2020,823.3
GA-067,2004,734.2
GA-067,2005,732
GA-067,2006,740.6999999999999
GA-067,2007,748.6
GA-067,2008,726
GA-067,2009,723.6999999999999
GA-067,2010,726
GA-067,2011,742.6
GA-067,2012,758.0999999999999
GA-067,2013,719.5999999999999
GA-067,2014,719.4
GA-067,2015,744.8
GA-067,2016,755.7999999999998
GA-067,2017,755
GA-067,2018,744.5
GA-067,2019,759.6
GA-067,2020,748.8
GA-069,2004,795
GA-069,2005,793.1999999999999
GA-069,2006,802
GA-069,2007,803.7000000000002
GA-069,2008,790.3000000000001
GA-069,2009,789.8
GA-069,2010,780.1999999999999
GA-069,2011,802.7
GA-069,2012,808.9000000000001
GA-069,2013,791.3000000000001
GA-069,2014,783.8
GA-069,2015,812.6
GA-069,2016,813.5000000000001
GA-069,2017,818.8
GA-069,2018,811.6000000000001
GA-069,2019,824.2
GA-069,2020,809.5999999999999
GA-071,2004,792.9000000000001
GA-071,2005,791.0000000000001
GA-071,2006,800.6
GA-071,2007,802
GA-071,2008,788.1999999999999
GA-071,2009,789.6
GA-071,2010,774.6999999999998
GA-071,2011,797.4000000000002
GA-071,2012,805.9999999999999
GA-071,2013,788
GA-071,2014,775.1
GA-071,2015,806.2000000000002
GA-071,2016,805.7
GA-071,2017,807.2999999999998
GA-071,2018,800.8
GA-071,2019,814.9999999999999
GA-071,2020,809.3
GA-073,2004,763
GA-073,2005,758.6999999999999
GA-073,2006,766.0000000000001
GA-073,2007,772.4
GA-073,2008,755.2
GA-073,2009,753.3000000000001
GA-073,2010,751.9
GA-073,2011,769.7
GA-073,2012,781.1999999999999
GA-073,2013,751.6
GA-073,2014,755.4
GA-073,2015,778.5000000000001
GA-073,2016,784.7
GA-073,2017,788.6999999999999
GA-073,2018,780.1000000000001
GA-073,2019,790.1999999999999
GA-073,2020,786.2
GA-075,2004,794.6000000000001
GA-075,2005,792.8
GA-075,2006,802.2000000000002
GA-075,2007,804.9
GA-075,2008,791.5999999999999
GA-075,2009,791.3000000000001
GA-075,2010,775.9
GA-075,2011,798.9
GA-075,2012,808.6999999999999
GA-075,2013,791.8000000000001
GA-075,2014,779.6999999999999
GA-075,2015,809.3999999999997
GA-075,2016,810.8
GA-075,2017,810.9
GA-075,2018,804.4
GA-075,2019,814.8000000000001
GA-075,2020,809.3000000000001
GA-077,2004,739.5999999999999
GA-077,2005,738.3000000000001
GA-077,2006,747.7
GA-077,2007,751.2
GA-077,2008,733.3000000000001
GA-077,2009,733.3999999999999
GA-077,2010,732.6999999999999
GA-077,2011,749.1999999999999
GA-077,2012,764.8000000000001
GA-077,2013,732.5
GA-077,2014,730.3
GA-077,2015,759.6
GA-077,2016,765.9999999999999
GA-077,2017,769.3000000000001
GA-077,2018,766.4
GA-077,2019,776.4999999999999
GA-077,2020,762.4999999999999
GA-079,2004,763.5
GA-079,2005,762.8999999999999
GA-079,2006,770.9
GA-079,2007,770.6
GA-079,2008,758.9
GA-079,2009,758.7
GA-079,2010,752.2000000000002
GA-079,2011,772.1
GA-079,2012,782.0999999999999
GA-079,2013,754.6
GA-079,2014,745.7000000000002
GA-079,2015,777.2999999999998
GA-079,2016,786.7
GA-079,2017,785.8000000000001
GA-079,2018,780.2
GA-079,2019,794
GA-079,2020,787.5
GA-081,2004,782.6999999999999
GA-081,2005,777.9000000000001
GA-081,2006,790.4
GA-081,2007,794.7
GA-081,2008,778.5999999999999
GA-081,2009,776.3000000000001
GA-081,2010,769.6999999999999
GA-081,2011,790.3000000000001
GA-081,2012,795.2999999999998
GA-081,2013,773.0000000000001
GA-081,2014,773.6999999999999
GA-081,2015,804.4
GA-081,2016,810
GA-081,2017,811.6999999999999
GA-081,2018,803.5
GA-081,2019,817.6
GA-081,2020,810.1999999999999
GA-083,2004,710.5
GA-083,2005,710.4999999999999
GA-083,2006,716.8000000000001
GA-083,2007,727.3
GA-083,2008,699.5
GA-083,2009,702.1
GA-083,2010,702
GA-083,2011,715.4
GA-083,2012,727.7
GA-083,2013,691.9
GA-083,2014,692.3000000000001
GA-083,2015,720.5999999999999
GA-083,2016,731.8
GA-083,2017,725.5000000000001
GA-083,2018,720.6
GA-083,2019,731.6
GA-083,2020,725.8999999999999
GA-085,2004,708.6000000000001
GA-085,2005,706.4
GA-085,2006,712.1
GA-085,2007,720.3
GA-085,2008,697.8
GA-085,2009,695.7999999999998
GA-085,2010,697.9000000000001
GA-085,2011,713.1999999999999
GA-085,2012,722.8000000000001
GA-085,2013,685.7
GA-085,2014,684.4
GA-085,2015,709.8
GA-085,2016,725
GA-085,2017,719.0000000000001
GA-085,2018,709.8999999999999
GA-085,2019,724.7
GA-085,2020,713.6
GA-087,2004,799.4999999999999
GA-087,2005,801.4000000000001
GA-087,2006,810.5999999999999
GA-087,2007,811.6
GA-087,2008,795.4000000000001
GA-087,2009,796.3000000000001
GA-087,2010,785.3000000000001
GA-087,2011,806.9999999999999
GA-087,2012,819.0000000000001
GA-087,2013,804.0999999999999
GA-087,2014,787.5
GA-087,2015,823.4999999999999
GA-087,2016,819.1000000000001
GA-087,2017,819.6
GA-087,2018,815.2000000000002
GA-087,2019,832.5999999999999
GA-087,2020,827.1
GA-089,2004,736.5
GA-089,2005,733.5000000000001
GA-089,2006,744.7
GA-089,2007,750.5999999999999
GA-089,2008,729.8000000000001
GA-089,2009,726.9
GA-089,2010,730.3999999999997
GA-089,2011,747.7
GA-089,2012,763.0000000000001
GA-089,2013,724.4
GA-089,2014,723.1000000000001
GA-089,2015,750.3
GA-089,2016,763.7
GA-089,2017,761.6
GA-089,2018,751.0999999999999
GA-089,2019,766.9000000000001
GA-089,2020,754.3
GA-091,2004,784
GA-091,2005,778.8
GA-091,2006,791.3
GA-091,2007,793.6
GA-091,2008,781.1999999999999
GA-091,2009,776.6999999999999
GA-091,2010,770.8
GA-091,2011,793.3
GA-091,2012,804.3000000000001
GA-091,2013,780.8
GA-091,2014,777.7
GA-091,2015,806.5
GA-091,2016,815.6
GA-091,2017,811.4
GA-091,2018,800.0999999999999
GA-091,2019,815.9000000000001
GA-091,2020,806.0000000000001
GA-093,2004,778.5
GA-093,2005,773.0000000000001
GA-093,2006,785.9
GA-093,2007,790.2
GA-093,2008,775.4
GA-093,2009,772.0999999999999
GA-093,2010,766.2
GA-093,2011,786.9000000000001
GA-093,2012,793.7
GA-093,2013,768.0999999999999
GA-093,2014,768.9
GA-093,2015,799.8
GA-093,2016,806.5999999999999
GA-093,2017,807.9
GA-093,2018,798.4000000000001
GA-093,2019,812.5
GA-093,2020,805.7
GA-095,2004,794.7999999999998
GA-095,2005,793.5999999999999
GA-095,2006,804.8
GA-095,2007,804.3
GA-095,2008,788.9
GA-095,2009,792.2
GA-095,2010,781.2
GA-095,2011,802.2999999999998
GA-095,2012,811.0999999999998
GA-095,2013,787.4000000000001
GA-095,2014,777
GA-095,2015,811.4999999999999
GA-095,2016,811.9999999999999
GA-095,2017,815.2
GA-095,2018,809.1000000000001
GA-095,2019,825.7
GA-095,2020,818.8000000000001
GA-097,2004,732.7
GA-097,2005,729.4
GA-097,2006,740.1
GA-097,2007,745.8999999999999
GA-097,2008,725.8
GA-097,2009,724.1000000000001
GA-097,2010,725.4999999999999
GA-097,2011,742.3000000000001
GA-097,2012,759.4000000000001
GA-097,2013,722.7
GA-097,2014,721
GA-097,2015,750
GA-097,2016,760.5000000000001
GA-097,2017,760.2999999999998
GA-097,2018,753.1999999999999
GA-097,2019,765.2
GA-097,2020,753.7000000000002
GA-099,2004,794.8
GA-099,2005,793.2
GA-099,2006,801.1
GA-099,2007,799.5000000000001
GA-099,2008,789.3000000000001
GA-099,2009,785.5999999999999
GA-099,2010,781.1
GA-099,2011,798.0999999999999
GA-099,2012,812.1000000000001
GA-099,2013,793.2000000000002
GA-099,2014,782.4
GA-099,2015,815.8999999999999
GA-099,2016,814.9999999999999
GA-099,2017,818.1
GA-099,2018,809.9999999999999
GA-099,2019,824.4
GA-099,2020,818.3000000000001
GA-101,2004,806.3000000000001
GA-101,2005,804.5000000000001
GA-101,2006,812.9
GA-101,2007,814.9000000000001
GA-101,2008,804.3000000000001
GA-101,2009,805
GA-101,2010,790.7
GA-101,2011,814.0999999999999
GA-101,2012,819.0999999999999
GA-101,2013,809.6
GA-101,2014,798.8000000000001
GA-101,2015,828.5999999999999
GA-101,2016,824.1999999999999
GA-101,2017,826.2
GA-101,2018,814.7
GA-101,2019,824.6999999999999
GA-101,2020,826.8000000000001
GA-103,2004,788.4
GA-103,2005,789.5999999999999
GA-103,2006,796.8
GA-103,2007,800.4
GA-103,2008,790.3999999999999
GA-103,2009,786.8000000000001
GA-103,2010,778.7999999999998
GA-103,2011,801.1
GA-103,2012,803.8000000000002
GA-103,2013,784.3
GA-103,2014,786.5000000000001
GA-103,2015,807
GA-103,2016,810.2
GA-103,2017,816.3
GA-103,2018,802.1999999999999
GA-103,2019,818.8000000000001
GA-103,2020,816.6999999999999
GA-105,2004,737.6999999999999
GA-105,2005,734.6999999999999
GA-105,2006,743.7000000000002
GA-105,2007,748.4
GA-105,2008,730.4000000000001
GA-105,2009,727.8000000000001
GA-105,2010,731.3000000000001
GA-105,2011,748.7
GA-105,2012,758.6999999999999
GA-105,2013,726.3
GA-105,2014,728.1000000000001
GA-105,2015,751.8000000000001
GA-105,2016,765.6
GA-105,2017,764.3000000000001
GA-105,2018,755.5
GA-105,2019,763.0999999999999
GA-105,2020,756.5
GA-107,2004,781.9000000000001
GA-107,2005,779.4
GA-107,2006,788.4000000000001
GA-107,2007,790.3
GA-107,2008,777.2
GA-107,2009,773.5000000000001
GA-107,2010,771.7
GA-107,2011,791.8
GA-107,2012,795.4999999999999
GA-107,2013,772.3999999999999
GA-107,2014,771.0999999999999
GA-107,2015,797.2
GA-107,2016,798.8000000000002
GA-107,2017,804.6999999999998
GA-107,2018,790.4999999999999
GA-107,2019,807.5
GA-107,2020,801.2999999999998
GA-109,2004,794.5000000000001
GA-109,2005,793.7000000000002
GA-109,2006,800.3999999999999
GA-109,2007,803.3
GA-109,2008,792.5000000000001
GA-109,2009,789.8000000000001
GA-109,2010,781.8000000000001
GA-109,2011,804.1000000000001
GA-109,2012,810.4
GA-109,2013,787.6
GA-109,2014,789
GA-109,2015,808.6999999999999
GA-109,2016,811.6
GA-109,2017,816
GA-109,2018,803.4
GA-109,2019,823.5000000000001
GA-109,2020,817.1999999999999
GA-111,2004,681.3
GA-111,2005,677.8
GA-111,2006,679.9000000000001
GA-111,2007,687.8999999999999
GA-111,2008,669
GA-111,2009,667
GA-111,2010,665.7
GA-111,2011,684.4000000000001
GA-111,2012,694.5000000000002
GA-111,2013,661.3000000000001
GA-111,2014,659.1
GA-111,2015,682.3000000000001
GA-111,2016,693.4000000000001
GA-111,2017,687.8000000000001
GA-111,2018,683.6
GA-111,2019,698.3
GA-111,2020,687.6999999999999
GA-113,2004,741.3
GA-113,2005,739.6999999999999
GA-113,2006,749.2
GA-113,2007,754.5
GA-113,2008,734.4999999999999
GA-113,2009,733.4
GA-113,2010,735.9
GA-113,2011,752.1
GA-113,2012,767.2
GA-113,2013,733.2
GA-113,2014,731.6
GA-113,2015,759.0999999999999
GA-113,2016,768.8
GA-113,2017,771.5000000000001
GA-113,2018,764.8
GA-113,2019,778.4
GA-113,2020,763.6000000000001
GA-115,2004,733.9000000000001
GA-115,2005,731.8000000000001
GA-115,2006,739.4000000000001
GA-115,2007,748.4000000000001
GA-115,2008,725.7
GA-115,2009,725.8999999999999
GA-115,2010,726.4
GA-115,2011,741.1
GA-115,2012,756.6999999999999
GA-115,2013,720.5999999999999
GA-115,2014,717.6999999999999
GA-115,2015,742.1999999999999
GA-115,2016,754.1000000000001
GA-115,2017,746.7
GA-115,2018,738.6
GA-115,2019,749.8
GA-115,2020,745.7
GA-117,2004,720.5999999999999
GA-117,2005,720.3000000000002
GA-117,2006,728
GA-117,2007,735.8
GA-117,2008,712.1999999999999
GA-117,2009,710.9000000000001
GA-117,2010,713.8
GA-117,2011,730.5
GA-117,2012,737.8
GA-117,2013,701.1000000000001
GA-117,2014,700.1
GA-117,2015,725.6999999999998
GA-117,2016,740.5
GA-117,2017,735.6999999999999
GA-117,2018,725.7
GA-117,2019,740.0000000000001
GA-117,2020,728.8
GA-119,2004,734.5
GA-119,2005,732.0999999999999
GA-119,2006,740.9
GA-119,2007,744.8999999999999
GA-119,2008,723.9000000000001
GA-119,2009,721.7
GA-119,2010,724.9
GA-119,2011,742.3000000000001
GA-119,2012,753.4
GA-119,2013,718.2999999999998
GA-119,2014,719.5000000000001
GA-119,2015,744.3
GA-119,2016,759.6999999999999
GA-119,2017,754.4
GA-119,2018,742.2
GA-119,2019,755.7000000000002
GA-119,2020,743.6999999999999
GA-121,2004,734.9000000000001
GA-121,2005,732.9
GA-121,2006,742.9
GA-121,2007,749.8000000000002
GA-121,2008,728.0000000000001
GA-121,2009,726.1
GA-121,2010,728.6999999999999
GA-121,2011,745.5999999999999
GA-121,2012,760.4999999999999
GA-121,2013,722.8
GA-121,2014,721.8000000000001
GA-121,2015,749.0000000000001
GA-121,2016,759.9
GA-121,2017,759.8000000000001
GA-121,2018,750.9999999999999
GA-121,2019,765.5
GA-121,2020,752.9000000000001
GA-123,2004,693.3
GA-123,2005,690.1
GA-123,2006,693.5000000000001
GA-123,2007,703.0999999999999
GA-123,2008,681.4000000000001
GA-123,2009,679.1
GA-123,2010,678.9
GA-123,2011,693.6999999999999
GA-123,2012,706.6
GA-123,2013,670.1
GA-123,2014,667.6999999999999
GA-123,2015,692.9000000000001
GA-123,2016,706.9000000000001
GA-123,2017,699.9999999999999
GA-123,2018,691.4
GA-123,2019,708
GA-123,2020,697.1999999999999
GA-125,2004,762
GA-125,2005,757.9999999999999
GA-125,2006,767.7
GA-125,2007,771.8
GA-125,2008,756.8000000000001
GA-125,2009,753.5
GA-125,2010,750.8999999999999
GA-125,2011,772.8000000000001
GA-125,2012,785.6
GA-125,2013,754.5000000000001
GA-125,2014,753.9000000000001
GA-125,2015,773.7
GA-125,2016,781.4
GA-125,2017,784.1999999999999
GA-125,2018,773.4999999999999
GA-125,2019,785.9
GA-125,2020,780.5000000000001
GA-127,2004,811.6999999999999
GA-127,2005,804.6
GA-127,2006,819.6999999999999
GA-127,2007,819.3
GA-127,2008,807.3000000000001
GA-127,2009,811.1
GA-127,2010,794.7
GA-127,2011,820.7
GA-127,2012,828.8000000000001
GA-127,2013,815.1000000000001
GA-127,2014,800.4000000000001
GA-127,2015,833.5
GA-127,2016,834.9000000000001
GA-127,2017,839
GA-127,2018,827.2
GA-127,2019,839.2
GA-127,2020,834.9
GA-129,2004,730.3
GA-129,2005,728.7
GA-129,2006,734.8
GA-129,2007,743.7
GA-129,2008,721.2
GA-129,2009,721.2
GA-129,2010,721.2999999999998
GA-129,2011,734.9
GA-129,2012,748.5999999999999
GA-129,2013,711.8999999999999
GA-129,2014,708.2
GA-129,2015,730.7
GA-129,2016,743
GA-129,2017,737.5000000000001
GA-129,2018,731.3
GA-129,2019,746.5999999999999
GA-129,2020,738.3
GA-131,2004,798.2
GA-131,2005,800.4
GA-131,2006,809.5000000000001
GA-131,2007,812.4
GA-131,2008,795.9
GA-131,2009,797.4000000000001
GA-131,2010,783.5
GA-131,2011,806.4999999999999
GA-131,2012,815.6
GA-131,2013,801.1999999999999
GA-131,2014,784.7999999999998
GA-131,2015,820.6
GA-131,2016,814.8000000000001
GA-131,2017,811.4999999999999
GA-131,2018,809.5999999999999
GA-131,2019,829.4000000000001
GA-131,2020,823.9
GA-133,2004,748.1
GA-133,2005,744.1
GA-133,2006,755.3
GA-133,2007,758.8
GA-133,2008,740.9000000000001
GA-133,2009,738.5000000000001
GA-133,2010,738.1000000000001
GA-133,2011,756.5000000000001
GA-133,2012,768.4999999999999
GA-133,2013,736.2
GA-133,2014,745.4000000000001
GA-133,2015,760.3
GA-133,2016,772.8000000000001
GA-133,2017,773.5000000000001
GA-133,2018,763.1999999999999
GA-133,2019,774.1999999999999
GA-133,2020,772.3
GA-135,2004,729.3
GA-135,2005,728.0999999999999
GA-135,2006,738.1
GA-135,2007,743.9000000000001
GA-135,2008,722.2
GA-135,2009,720.2
GA-135,2010,723.4
GA-135,2011,741.2
GA-135,2012,751.1
GA-135,2013,714.6
GA-135,2014,715.0000000000001
GA-135,2015,741.1999999999999
GA-135,2016,755.2
GA-135,2017,751.6999999999999
GA-135,2018,740.4
GA-135,2019,754.6
GA-135,2020,743.5
GA-137,2004,710
GA-137,2005,708.6
GA-137,2006,716.4000000000001
GA-137,2007,719.4
GA-137,2008,699.3
GA-137,2009,696.8000000000001
GA-137,2010,701.3
GA-137,2011,717.3
GA-137,2012,725.9000000000001
GA-137,2013,693.5999999999999
GA-137,2014,692.4
GA-137,2015,717.8999999999999
GA-137,2016,729.9
GA-137,2017,724.9999999999999
GA-137,2018,715.5000000000001
GA-137,2019,729.0000000000001
GA-137,2020,718.5000000000001
GA-139,2004,722.5
GA-139,2005,721.3
GA-139,2006,729.9
GA-139,2007,736.3000000000002
GA-139,2008,712.6999999999998
GA-139,2009,710.3999999999999
GA-139,2010,715.7
GA-139,2011,732.3000000000001
GA-139,2012,740.4999999999999
GA-139,2013,704.8
GA-139,2014,705.3000000000001
GA-139,2015,730.5
GA-139,2016,745.6
GA-139,2017,740.7
GA-139,2018,730.3000000000001
GA-139,2019,743.8
GA-139,2020,732.5000000000001
GA-141,2004,759.4999999999999
GA-141,2005,754.3000000000001
GA-141,2006,765.5
GA-141,2007,767.9
GA-141,2008,752.8
GA-141,2009,749.8999999999999
GA-141,2010,747.4
GA-141,2011,768.5
GA-141,2012,785.3999999999999
GA-141,2013,754.1999999999999
GA-141,2014,753.5
GA-141,2015,771.0000000000001
GA-141,2016,781.6999999999999
GA-141,2017,781.3000000000001
GA-141,2018,772.2
GA-141,2019,784.2
GA-141,2020,778.1999999999999
GA-143,2004,720.4000000000001
GA-143,2005,718.4
GA-143,2006,728.1
GA-143,2007,732.5
GA-143,2008,714.3000000000001
GA-143,2009,713.5
GA-143,2010,713.1000000000001
GA-143,2011,729.7
GA-143,2012,743.5
GA-143,2013,710.3
GA-143,2014,706
GA-143,2015,742.6
GA-143,2016,754.7
GA-143,2017,748.9999999999999
GA-143,2018,739.1999999999998
GA-143,2019,748.9999999999999
GA-143,2020,745.2
GA-145,2004,757.1
GA-145,2005,756.0000000000001
GA-145,2006,766.6999999999999
GA-145,2007,765.5
GA-145,2008,750.4
GA-145,2009,750.2
GA-145,2010,747.7
GA-145,2011,764.8000000000001
GA-145,2012,775.5999999999999
GA-145,2013,751.3
GA-145,2014,738.6
GA-145,2015,766.3000000000002
GA-145,2016,772.5
GA-145,2017,771.3
GA-145,2018,770.8000000000001
GA-145,2019,781.5999999999999
GA-145,2020,770.8999999999999
GA-147,2004,733.6999999999999
GA-147,2005,731.1000000000001
GA-147,2006,740
GA-147,2007,744.2
GA-147,2008,725.4
GA-147,2009,721.8000000000001
GA-147,2010,725.6999999999999
GA-147,2011,743.9
GA-147,2012,755.2
GA-147,2013,720.4000000000001
GA-147,2014,721.4000000000001
GA-147,2015,747.3
GA-147,2016,761.4000000000001
GA-147,2017,757.9000000000001
GA-147,2018,746.0000000000001
GA-147,2019,758.8000000000001
GA-147,2020,747.8
GA-149,2004,740.3
GA-149,2005,737.5999999999999
GA-149,2006,749.3
GA-149,2007,750.9000000000001
GA-149,2008,734.3
GA-149,2009,733.6
GA-149,2010,730
GA-149,2011,747.4999999999999
GA-149,2012,759.9
GA-149,2013,730.8000000000001
GA-149,2014,727.6
GA-149,2015,759.6999999999999
GA-149,2016,764.2
GA-149,2017,762.8
GA-149,2018,758.2
GA-149,2019,768
GA-149,2020,757.0999999999999
GA-151,2004,744.3999999999999
GA-151,2005,741.1
GA-151,2006,752.5999999999999
GA-151,2007,756.1999999999998
GA-151,2008,737.4
GA-151,2009,734.7
GA-151,2010,737.6999999999999
GA-151,2011,754.5
GA-151,2012,771
GA-151,2013,733.6000000000001
GA-151,2014,730.6
GA-151,2015,759.6999999999999
GA-151,2016,773.0000000000001
GA-151,2017,771
GA-151,2018,763.2
GA-151,2019,777.3
GA-151,2020,764.3
GA-153,2004,776.4
GA-153,2005,770.6
GA-153,2006,781.6
GA-153,2007,784.5
GA-153,2008,773.1
GA-153,2009,770.7
GA-153,2010,763.5999999999999
GA-153,2011,783.8
GA-153,2012,794.1999999999999
GA-153,2013,765.1
GA-153,2014,760.8
GA-153,2015,791.9999999999999
GA-153,2016,801.7
GA-153,2017,802.1999999999998
GA-153,2018,792.3
GA-153,2019,806.4000000000001
GA-153,2020,800
GA-155,2004,791.6
GA-155,2005,788.6999999999998
GA-155,2006,796.9
GA-155,2007,800.7000000000002
GA-155,2008,785.4999999999999
GA-155,2009,784.9
GA-155,2010,774.9000000000001
GA-155,2011,797.0000000000001
GA-155,2012,805.2
GA-155,2013,786.0999999999999
GA-155,2014,776.9
GA-155,2015,806.3000000000001
GA-155,2016,811.1
GA-155,2017,811.0999999999999
GA-155,2018,805.7
GA-155,2019,820.5
GA-155,2020,807.4
GA-157,2004,735.0000000000001
GA-157,2005,732.3000000000001
GA-157,2006,742.7
GA-157,2007,747.9000000000001
GA-157,2008,726.0999999999999
GA-157,2009,724.2
GA-157,2010,726.2
GA-157,2011,743.9
GA-157,2012,754.4
GA-157,2013,719
GA-157,2014,721.1999999999999
GA-157,2015,746.2
GA-157,2016,762.2
GA-157,2017,757.5000000000001
GA-157,2018,744.5999999999999
GA-157,2019,757.8000000000001
GA-157,2020,749.1999999999999
GA-159,2004,748.8000000000001
GA-159,2005,745.4999999999999
GA-159,2006,755.1
GA-159,2007,757.8
GA-159,2008,743.5000000000001
GA-159,2009,741.0999999999999
GA-159,2010,738.5999999999999
GA-159,2011,759
GA-159,2012,779.4
GA-159,2013,744.3999999999999
GA-159,2014,739.1999999999999
GA-159,2015,770.3000000000001
GA-159,2016,779.5
GA-159,2017,775.4000000000001
GA-159,2018,775.0999999999999
GA-159,2019,786.3999999999999
GA-159,2020,777.5999999999999
GA-161,2004,794.3000000000001
GA-161,2005,791.3
GA-161,2006,800.5
GA-161,2007,800.7
GA-161,2008,787.7
GA-161,2009,786.8999999999999
GA-161,2010,779.1000000000001
GA-161,2011,801.6999999999999
GA-161,2012,807.3999999999999
GA-161,2013,788.4000000000001
GA-161,2014,781.3
GA-161,2015,810.4000000000001
GA-161,2016,811.1999999999999
GA-161,2017,814.4
GA-161,2018,809.3
GA-161,2019,821.7
GA-161,2020,809.1999999999999
GA-163,2004,769.0000000000001
GA-163,2005,765.6999999999999
GA-163,2006,775
GA-163,2007,779.5
GA-163,2008,764.6
GA-163,2009,760.9
GA-163,2010,758.4
GA-163,2011,780.6
GA-163,2012,790.5
GA-163,2013,761.7
GA-163,2014,759.0999999999999
GA-163,2015,782.2
GA-163,2016,786.4
GA-163,2017,790.1000000000001
GA-163,2018,778.2000000000002
GA-163,2019,792.1
GA-163,2020,786.3
GA-165,2004,777.5
GA-165,2005,778.9
GA-165,2006,784.6999999999999
GA-165,2007,788.4000000000001
GA-165,2008,775.1999999999999
GA-165,2009,771.8000000000001
GA-165,2010,768.5
GA-165,2011,788.1999999999999
GA-165,2012,794.3000000000001
GA-165,2013,770.5000000000001
GA-165,2014,766.8
GA-165,2015,794.8000000000001
GA-165,2016,795.1
GA-165,2017,803.9
GA-165,2018,790.4
GA-165,2019,806.7
GA-165,2020,802.8000000000001
GA-167,2004,776.4
GA-167,2005,771.7
GA-167,2006,782.8
GA-167,2007,785.5
GA-167,2008,771.1
GA-167,2009,766.3000000000001
GA-167,2010,764.7
GA-167,2011,787
GA-167,2012,797.8
GA-167,2013,768.5
GA-167,2014,766.4
GA-167,2015,791.4
GA-167,2016,797.7
GA-167,2017,798.5
GA-167,2018,786.2999999999998
GA-167,2019,800.7
GA-167,2020,793.4
GA-169,2004,761.8000000000001
GA-169,2005,755.5
GA-169,2006,767.5999999999999
GA-169,2007,768.3
GA-169,2008,756.0000000000001
GA-169,2009,753.4
GA-169,2010,748.3000000000001
GA-169,2011,768.9999999999999
GA-169,2012,788.6999999999999
GA-169,2013,759.9
GA-169,2014,747.9
GA-169,2015,777.6999999999999
GA-169,2016,787.6
GA-169,2017,784.3999999999999
GA-169,2018,781.7
GA-169,2019,794.1999999999999
GA-169,2020,787.1
GA-171,2004,748.4999999999999
GA-171,2005,748.9
GA-171,2006,757.6999999999999
GA-171,2007,759.7
GA-171,2008,742.9000000000001
GA-171,2009,741.9
GA-171,2010,741.0999999999999
GA-171,2011,759.1999999999999
GA-171,2012,774.3
GA-171,2013,741
GA-171,2014,736.1999999999999
GA-171,2015,765.5999999999999
GA-171,2016,775.6
GA-171,2017,774.9
GA-171,2018,770.4000000000001
GA-171,2019,784.5999999999999
GA-171,2020,773.1
GA-173,2004,795.8
GA-173,2005,796.3000000000001
GA-173,2006,805.8000000000001
GA-173,2007,808.0999999999999
GA-173,2008,794.5
GA-173,2009,795.1
GA-173,2010,782.2
GA-173,2011,805
GA-173,2012,813.7000000000002
GA-173,2013,800.3000000000002
GA-173,2014,788.9000000000001
GA-173,2015,817.7
GA-173,2016,816.4
GA-173,2017,821.6000000000001
GA-173,2018,810.1
GA-173,2019,819.1999999999999
GA-173,2020,812.4
GA-175,2004,781.1
GA-175,2005,775.9
GA-175,2006,788.4
GA-175,2007,790.9000000000001
GA-175,2008,776.9999999999999
GA-175,2009,771
GA-175,2010,768.3
GA-175,2011,790.6
GA-175,2012,802.9999999999999
GA-175,2013,776.0999999999999
GA-175,2014,774
GA-175,2015,801.6
GA-175,2016,810.3
GA-175,2017,807.1000000000001
GA-175,2018,795.9
GA-175,2019,810.8
GA-175,2020,801.8
GA-177,2004,787.3000000000001
GA-177,2005,785.7
GA-177,2006,798.3
GA-177,2007,797.9000000000001
GA-177,2008,781.3000000000001
GA-177,2009,782.1
GA-177,2010,774
GA-177,2011,794.2
GA-177,2012,802.1
GA-177,2013,778.6999999999999
GA-177,2014,773.4999999999999
GA-177,2015,808.0999999999999
GA-177,2016,809.1000000000001
GA-177,2017,810.8
GA-177,2018,804.9
GA-177,2019,819.9
GA-177,2020,813.3000000000001
GA-179,2004,802.5000000000001
GA-179,2005,801.2
GA-179,2006,809.9
