county_FIPS,NAME,Percent_Uninsured,Year
0500000US42129,"Westmoreland County, Pennsylvania",7.7,2011
0500000US42133,"York County, Pennsylvania",10.4,2011
0500000US44003,"Kent County, Rhode Island",6.9,2011
0500000US44005,"Newport County, Rhode Island",8.1,2011
0500000US44007,"Providence County, Rhode Island",13.5,2011
0500000US44009,"Washington County, Rhode Island",5.9,2011
0500000US45003,"Aiken County, South Carolina",13.4,2011
0500000US45007,"Anderson County, South Carolina",16.3,2011
0500000US45013,"Beaufort County, South Carolina",17.5,2011
0500000US45015,"Berkeley County, South Carolina",22.1,2011
0500000US45019,"Charleston County, South Carolina",16.2,2011
0500000US45031,"Darlington County, South Carolina",17.7,2011
0500000US45035,"Dorchester County, South Carolina",13.8,2011
0500000US45041,"Florence County, South Carolina",15.3,2011
0500000US45045,"Greenville County, South Carolina",15.7,2011
0500000US45047,"Greenwood County, South Carolina",14.4,2011
0500000US45051,"Horry County, South Carolina",26.1,2011
0500000US45057,"Lancaster County, South Carolina",16.2,2011
0500000US45059,"Laurens County, South Carolina",18.3,2011
0500000US45063,"Lexington County, South Carolina",15.0,2011
0500000US45073,"Oconee County, South Carolina",14.4,2011
0500000US45075,"Orangeburg County, South Carolina",20.6,2011
0500000US45077,"Pickens County, South Carolina",14.8,2011
0500000US45079,"Richland County, South Carolina",13.3,2011
0500000US45083,"Spartanburg County, South Carolina",15.8,2011
0500000US45085,"Sumter County, South Carolina",16.2,2011
0500000US45091,"York County, South Carolina",14.4,2011
0500000US46099,"Minnehaha County, South Dakota",10.2,2011
0500000US46103,"Pennington County, South Dakota",14.2,2011
0500000US47001,"Anderson County, Tennessee",14.7,2011
0500000US47009,"Blount County, Tennessee",15.6,2011
0500000US47011,"Bradley County, Tennessee",15.9,2011
0500000US47037,"Davidson County, Tennessee",16.9,2011
0500000US47059,"Greene County, Tennessee",15.7,2011
0500000US47065,"Hamilton County, Tennessee",13.5,2011
0500000US47093,"Knox County, Tennessee",11.6,2011
0500000US47113,"Madison County, Tennessee",14.5,2011
0500000US47119,"Maury County, Tennessee",11.2,2011
0500000US47125,"Montgomery County, Tennessee",14.3,2011
0500000US47141,"Putnam County, Tennessee",17.8,2011
0500000US47147,"Robertson County, Tennessee",15.4,2011
0500000US47149,"Rutherford County, Tennessee",14.3,2011
0500000US47155,"Sevier County, Tennessee",20.6,2011
0500000US47157,"Shelby County, Tennessee",16.8,2011
0500000US47163,"Sullivan County, Tennessee",13.0,2011
0500000US47165,"Sumner County, Tennessee",12.2,2011
0500000US47179,"Washington County, Tennessee",12.9,2011
0500000US47187,"Williamson County, Tennessee",8.1,2011
0500000US47189,"Wilson County, Tennessee",12.2,2011
0500000US48005,"Angelina County, Texas",18.4,2011
0500000US48021,"Bastrop County, Texas",17.7,2011
0500000US48027,"Bell County, Texas",16.7,2011
0500000US48029,"Bexar County, Texas",20.4,2011
0500000US48037,"Bowie County, Texas",18.2,2011
0500000US48039,"Brazoria County, Texas",19.8,2011
0500000US48041,"Brazos County, Texas",16.8,2011
0500000US48061,"Cameron County, Texas",33.6,2011
0500000US48085,"Collin County, Texas",14.5,2011
0500000US48091,"Comal County, Texas",18.7,2011
0500000US48099,"Coryell County, Texas",10.1,2011
0500000US48113,"Dallas County, Texas",28.1,2011
0500000US48121,"Denton County, Texas",15.5,2011
0500000US48135,"Ector County, Texas",26.2,2011
0500000US48139,"Ellis County, Texas",18.8,2011
0500000US48141,"El Paso County, Texas",27.7,2011
0500000US48157,"Fort Bend County, Texas",18.6,2011
0500000US48167,"Galveston County, Texas",17.8,2011
0500000US48181,"Grayson County, Texas",19.3,2011
0500000US48183,"Gregg County, Texas",18.3,2011
0500000US48187,"Guadalupe County, Texas",15.2,2011
0500000US48201,"Harris County, Texas",26.1,2011
0500000US48203,"Harrison County, Texas",21.0,2011
0500000US48209,"Hays County, Texas",19.4,2011
0500000US48213,"Henderson County, Texas",25.6,2011
0500000US48215,"Hidalgo County, Texas",37.2,2011
0500000US48231,"Hunt County, Texas",21.3,2011
0500000US48245,"Jefferson County, Texas",20.6,2011
0500000US48251,"Johnson County, Texas",24.8,2011
0500000US48257,"Kaufman County, Texas",23.8,2011
0500000US48291,"Liberty County, Texas",25.9,2011
0500000US48303,"Lubbock County, Texas",19.5,2011
0500000US48309,"McLennan County, Texas",19.5,2011
0500000US48329,"Midland County, Texas",22.2,2011
0500000US48339,"Montgomery County, Texas",19.7,2011
0500000US48347,"Nacogdoches County, Texas",22.2,2011
0500000US48355,"Nueces County, Texas",21.5,2011
0500000US48361,"Orange County, Texas",24.3,2011
0500000US48367,"Parker County, Texas",16.9,2011
0500000US48375,"Potter County, Texas",27.8,2011
0500000US48381,"Randall County, Texas",13.3,2011
0500000US48397,"Rockwall County, Texas",15.5,2011
0500000US48409,"San Patricio County, Texas",22.8,2011
0500000US48423,"Smith County, Texas",20.3,2011
0500000US48439,"Tarrant County, Texas",21.4,2011
0500000US48441,"Taylor County, Texas",18.4,2011
0500000US48451,"Tom Green County, Texas",22.5,2011
0500000US48453,"Travis County, Texas",19.8,2011
0500000US48469,"Victoria County, Texas",21.8,2011
0500000US48471,"Walker County, Texas",20.9,2011
0500000US48479,"Webb County, Texas",36.3,2011
0500000US48485,"Wichita County, Texas",17.2,2011
0500000US48491,"Williamson County, Texas",15.3,2011
0500000US49005,"Cache County, Utah",12.5,2011
0500000US49011,"Davis County, Utah",10.3,2011
0500000US49035,"Salt Lake County, Utah",16.4,2011
0500000US49049,"Utah County, Utah",14.4,2011
0500000US49053,"Washington County, Utah",18.3,2011
0500000US49057,"Weber County, Utah",15.9,2011
0500000US50007,"Chittenden County, Vermont",5.6,2011
0500000US51003,"Albemarle County, Virginia",9.5,2011
0500000US51013,"Arlington County, Virginia",10.7,2011
0500000US51015,"Augusta County, Virginia",11.0,2011
0500000US51019,"Bedford County, Virginia",10.8,2011
0500000US51041,"Chesterfield County, Virginia",10.6,2011
0500000US51059,"Fairfax County, Virginia",12.2,2011
0500000US51061,"Fauquier County, Virginia",10.6,2011
0500000US51069,"Frederick County, Virginia",9.2,2011
0500000US51085,"Hanover County, Virginia",6.2,2011
0500000US51087,"Henrico County, Virginia",11.4,2011
0500000US51095,"James City County, Virginia",6.4,2011
0500000US51107,"Loudoun County, Virginia",10.0,2011
0500000US51121,"Montgomery County, Virginia",8.1,2011
0500000US51153,"Prince William County, Virginia",13.1,2011
0500000US51161,"Roanoke County, Virginia",5.9,2011
0500000US51165,"Rockingham County, Virginia",16.2,2011
0500000US51177,"Spotsylvania County, Virginia",12.2,2011
0500000US51179,"Stafford County, Virginia",9.8,2011
0500000US51199,"York County, Virginia",4.1,2011
0500000US51510,"Alexandria city, Virginia",15.6,2011
0500000US51550,"Chesapeake city, Virginia",9.9,2011
0500000US51650,"Hampton city, Virginia",10.8,2011
0500000US51680,"Lynchburg city, Virginia",13.6,2011
0500000US51700,"Newport News city, Virginia",16.0,2011
0500000US51710,"Norfolk city, Virginia",18.6,2011
0500000US51740,"Portsmouth city, Virginia",14.9,2011
0500000US51760,"Richmond city, Virginia",16.4,2011
0500000US51770,"Roanoke city, Virginia",14.9,2011
0500000US51800,"Suffolk city, Virginia",9.9,2011
0500000US51810,"Virginia Beach city, Virginia",10.8,2011
0500000US53005,"Benton County, Washington",15.5,2011
0500000US53007,"Chelan County, Washington",22.6,2011
0500000US53009,"Clallam County, Washington",15.1,2011
0500000US53011,"Clark County, Washington",13.8,2011
0500000US53015,"Cowlitz County, Washington",13.2,2011
0500000US53021,"Franklin County, Washington",25.5,2011
0500000US53025,"Grant County, Washington",20.5,2011
0500000US53027,"Grays Harbor County, Washington",20.2,2011
0500000US53029,"Island County, Washington",11.5,2011
0500000US53033,"King County, Washington",12.3,2011
0500000US53035,"Kitsap County, Washington",10.1,2011
0500000US53041,"Lewis County, Washington",15.7,2011
0500000US53053,"Pierce County, Washington",14.2,2011
0500000US53057,"Skagit County, Washington",17.2,2011
0500000US53061,"Snohomish County, Washington",13.3,2011
0500000US53063,"Spokane County, Washington",13.4,2011
0500000US53067,"Thurston County, Washington",11.5,2011
0500000US53073,"Whatcom County, Washington",15.3,2011
0500000US53077,"Yakima County, Washington",24.0,2011
0500000US54003,"Berkeley County, West Virginia",15.1,2011
0500000US54011,"Cabell County, West Virginia",12.9,2011
0500000US54033,"Harrison County, West Virginia",17.7,2011
0500000US54039,"Kanawha County, West Virginia",14.4,2011
0500000US54061,"Monongalia County, West Virginia",11.7,2011
0500000US54081,"Raleigh County, West Virginia",12.6,2011
0500000US54107,"Wood County, West Virginia",14.8,2011
0500000US55009,"Brown County, Wisconsin",10.4,2011
0500000US55025,"Dane County, Wisconsin",6.3,2011
0500000US55027,"Dodge County, Wisconsin",8.4,2011
0500000US55035,"Eau Claire County, Wisconsin",10.5,2011
0500000US55039,"Fond du Lac County, Wisconsin",7.3,2011
0500000US55055,"Jefferson County, Wisconsin",5.8,2011
0500000US55059,"Kenosha County, Wisconsin",10.0,2011
0500000US55063,"La Crosse County, Wisconsin",7.6,2011
0500000US55071,"Manitowoc County, Wisconsin",6.6,2011
0500000US55073,"Marathon County, Wisconsin",9.2,2011
0500000US55079,"Milwaukee County, Wisconsin",12.8,2011
0500000US55087,"Outagamie County, Wisconsin",7.0,2011
0500000US55089,"Ozaukee County, Wisconsin",4.7,2011
0500000US55097,"Portage County, Wisconsin",7.8,2011
0500000US55101,"Racine County, Wisconsin",10.2,2011
0500000US55105,"Rock County, Wisconsin",10.2,2011
0500000US55109,"St. Croix County, Wisconsin",8.3,2011
0500000US55117,"Sheboygan County, Wisconsin",7.4,2011
0500000US55127,"Walworth County, Wisconsin",7.2,2011
0500000US55131,"Washington County, Wisconsin",3.9,2011
0500000US55133,"Waukesha County, Wisconsin",5.1,2011
0500000US55139,"Winnebago County, Wisconsin",7.7,2011
0500000US55141,"Wood County, Wisconsin",5.3,2011
0500000US56021,"Laramie County, Wyoming",11.5,2011
0500000US56025,"Natrona County, Wyoming",15.9,2011
0500000US72013,"Arecibo Municipio, Puerto Rico",7.3,2011
0500000US72021,"Bayamón Municipio, Puerto Rico",7.3,2011
0500000US72025,"Caguas Municipio, Puerto Rico",7.3,2011
0500000US72031,"Carolina Municipio, Puerto Rico",11.0,2011
0500000US72061,"Guaynabo Municipio, Puerto Rico",8.7,2011
0500000US72097,"Mayagüez Municipio, Puerto Rico",7.5,2011
0500000US72113,"Ponce Municipio, Puerto Rico",5.7,2011
0500000US72127,"San Juan Municipio, Puerto Rico",12.2,2011
0500000US72135,"Toa Alta Municipio, Puerto Rico",8.5,2011
0500000US72137,"Toa Baja Municipio, Puerto Rico",9.2,2011
0500000US72139,"Trujillo Alto Municipio, Puerto Rico",7.6,2011
0500000US01003,"Baldwin County, Alabama",12.0,2011
0500000US01015,"Calhoun County, Alabama",15.6,2011
0500000US01043,"Cullman County, Alabama",12.6,2011
0500000US01049,"DeKalb County, Alabama",19.6,2011
0500000US01051,"Elmore County, Alabama",10.6,2011
0500000US01055,"Etowah County, Alabama",14.4,2011
0500000US01069,"Houston County, Alabama",13.9,2011
0500000US01073,"Jefferson County, Alabama",13.3,2011
0500000US01077,"Lauderdale County, Alabama",11.0,2011
0500000US01081,"Lee County, Alabama",12.6,2011
0500000US01083,"Limestone County, Alabama",11.6,2011
0500000US01089,"Madison County, Alabama",13.9,2011
0500000US01095,"Marshall County, Alabama",19.3,2011
0500000US01097,"Mobile County, Alabama",16.7,2011
0500000US01101,"Montgomery County, Alabama",14.8,2011
0500000US01103,"Morgan County, Alabama",17.7,2011
0500000US01115,"St. Clair County, Alabama",14.3,2011
0500000US01117,"Shelby County, Alabama",10.1,2011
0500000US01121,"Talladega County, Alabama",17.0,2011
0500000US01125,"Tuscaloosa County, Alabama",10.9,2011
0500000US01127,"Walker County, Alabama",16.5,2011
0500000US02020,"Anchorage Municipality, Alaska",16.0,2011
0500000US02090,"Fairbanks North Star Borough, Alaska",17.3,2011
0500000US02170,"Matanuska-Susitna Borough, Alaska",20.4,2011
0500000US04001,"Apache County, Arizona",23.8,2011
0500000US04003,"Cochise County, Arizona",16.1,2011
0500000US04005,"Coconino County, Arizona",20.6,2011
0500000US04013,"Maricopa County, Arizona",17.6,2011
0500000US04015,"Mohave County, Arizona",16.7,2011
0500000US04017,"Navajo County, Arizona",18.8,2011
0500000US04019,"Pima County, Arizona",14.3,2011
0500000US04021,"Pinal County, Arizona",17.2,2011
0500000US04025,"Yavapai County, Arizona",14.2,2011
0500000US04027,"Yuma County, Arizona",19.7,2011
0500000US05007,"Benton County, Arkansas",14.8,2011
0500000US05031,"Craighead County, Arkansas",17.1,2011
0500000US05045,"Faulkner County, Arkansas",13.2,2011
0500000US05051,"Garland County, Arkansas",21.2,2011
0500000US05069,"Jefferson County, Arkansas",14.2,2011
0500000US05085,"Lonoke County, Arkansas",15.4,2011
0500000US05119,"Pulaski County, Arkansas",16.4,2011
0500000US05125,"Saline County, Arkansas",13.4,2011
0500000US05131,"Sebastian County, Arkansas",19.3,2011
0500000US05143,"Washington County, Arkansas",18.8,2011
0500000US05145,"White County, Arkansas",17.0,2011
0500000US06001,"Alameda County, California",12.9,2011
0500000US06007,"Butte County, California",18.7,2011
0500000US06013,"Contra Costa County, California",11.9,2011
0500000US06017,"El Dorado County, California",11.1,2011
0500000US06019,"Fresno County, California",20.7,2011
0500000US06023,"Humboldt County, California",19.4,2011
0500000US06025,"Imperial County, California",21.1,2011
0500000US06029,"Kern County, California",20.5,2011
0500000US06031,"Kings County, California",19.3,2011
0500000US06033,"Lake County, California",18.8,2011
0500000US06037,"Los Angeles County, California",22.4,2011
0500000US06039,"Madera County, California",21.6,2011
0500000US06041,"Marin County, California",9.3,2011
0500000US06045,"Mendocino County, California",19.4,2011
0500000US06047,"Merced County, California",20.7,2011
0500000US06053,"Monterey County, California",22.2,2011
0500000US06055,"Napa County, California",15.8,2011
0500000US06057,"Nevada County, California",16.5,2011
0500000US06059,"Orange County, California",17.3,2011
0500000US06061,"Placer County, California",10.0,2011
0500000US06065,"Riverside County, California",20.1,2011
0500000US06067,"Sacramento County, California",14.1,2011
0500000US06071,"San Bernardino County, California",20.8,2011
0500000US06073,"San Diego County, California",17.4,2011
0500000US06075,"San Francisco County, California",11.2,2011
0500000US06077,"San Joaquin County, California",17.0,2011
0500000US06079,"San Luis Obispo County, California",16.4,2011
0500000US06081,"San Mateo County, California",11.5,2011
0500000US06083,"Santa Barbara County, California",19.2,2011
0500000US06085,"Santa Clara County, California",11.6,2011
0500000US06087,"Santa Cruz County, California",14.1,2011
0500000US06089,"Shasta County, California",16.0,2011
0500000US06095,"Solano County, California",12.2,2011
0500000US06097,"Sonoma County, California",14.3,2011
0500000US06099,"Stanislaus County, California",18.6,2011
0500000US06101,"Sutter County, California",19.4,2011
0500000US06107,"Tulare County, California",23.0,2011
0500000US06111,"Ventura County, California",16.8,2011
0500000US06113,"Yolo County, California",13.0,2011
0500000US06115,"Yuba County, California",16.0,2011
0500000US08001,"Adams County, Colorado",20.8,2011
0500000US08005,"Arapahoe County, Colorado",16.5,2011
0500000US08013,"Boulder County, Colorado",11.7,2011
0500000US08031,"Denver County, Colorado",17.2,2011
0500000US08035,"Douglas County, Colorado",7.7,2011
0500000US08041,"El Paso County, Colorado",13.7,2011
0500000US08059,"Jefferson County, Colorado",12.1,2011
0500000US08069,"Larimer County, Colorado",12.3,2011
0500000US08077,"Mesa County, Colorado",15.8,2011
0500000US08101,"Pueblo County, Colorado",11.8,2011
0500000US08123,"Weld County, Colorado",14.3,2011
0500000US09001,"Fairfield County, Connecticut",11.2,2011
0500000US09003,"Hartford County, Connecticut",8.6,2011
0500000US09005,"Litchfield County, Connecticut",7.0,2011
0500000US09007,"Middlesex County, Connecticut",7.1,2011
0500000US09009,"New Haven County, Connecticut",8.2,2011
0500000US09011,"New London County, Connecticut",7.0,2011
0500000US09013,"Tolland County, Connecticut",5.7,2011
0500000US09015,"Windham County, Connecticut",8.1,2011
0500000US10001,"Kent County, Delaware",8.0,2011
0500000US10003,"New Castle County, Delaware",9.0,2011
0500000US10005,"Sussex County, Delaware",11.7,2011
0500000US11001,"District of Columbia, District of Columbia",6.9,2011
0500000US12001,"Alachua County, Florida",14.4,2011
0500000US12005,"Bay County, Florida",19.8,2011
0500000US12009,"Brevard County, Florida",17.2,2011
0500000US12011,"Broward County, Florida",22.9,2011
0500000US12015,"Charlotte County, Florida",16.9,2011
0500000US12017,"Citrus County, Florida",16.6,2011
0500000US12019,"Clay County, Florida",13.6,2011
0500000US12021,"Collier County, Florida",23.9,2011
0500000US12023,"Columbia County, Florida",22.3,2011
0500000US12031,"Duval County, Florida",17.1,2011
0500000US12033,"Escambia County, Florida",18.4,2011
0500000US12035,"Flagler County, Florida",17.4,2011
0500000US12053,"Hernando County, Florida",17.2,2011
0500000US12055,"Highlands County, Florida",16.4,2011
0500000US12057,"Hillsborough County, Florida",19.0,2011
0500000US12061,"Indian River County, Florida",17.8,2011
0500000US12069,"Lake County, Florida",14.7,2011
0500000US12071,"Lee County, Florida",21.2,2011
0500000US12073,"Leon County, Florida",14.1,2011
0500000US12081,"Manatee County, Florida",20.2,2011
0500000US12083,"Marion County, Florida",19.3,2011
0500000US12085,"Martin County, Florida",15.2,2011
0500000US12086,"Miami-Dade County, Florida",30.5,2011
0500000US12087,"Monroe County, Florida",29.4,2011
0500000US12089,"Nassau County, Florida",19.6,2011
0500000US12091,"Okaloosa County, Florida",17.0,2011
0500000US12095,"Orange County, Florida",22.9,2011
0500000US12097,"Osceola County, Florida",24.5,2011
0500000US12099,"Palm Beach County, Florida",20.2,2011
0500000US12101,"Pasco County, Florida",15.6,2011
0500000US12103,"Pinellas County, Florida",18.4,2011
0500000US12105,"Polk County, Florida",18.9,2011
0500000US12107,"Putnam County, Florida",21.4,2011
0500000US12109,"St. Johns County, Florida",11.7,2011
0500000US12111,"St. Lucie County, Florida",24.4,2011
0500000US12113,"Santa Rosa County, Florida",13.6,2011
0500000US12115,"Sarasota County, Florida",16.4,2011
0500000US12117,"Seminole County, Florida",18.5,2011
0500000US12119,"Sumter County, Florida",8.9,2011
0500000US12127,"Volusia County, Florida",18.2,2011
0500000US13013,"Barrow County, Georgia",19.3,2011
0500000US13015,"Bartow County, Georgia",26.1,2011
0500000US13021,"Bibb County, Georgia",17.9,2011
0500000US13031,"Bulloch County, Georgia",22.1,2011
0500000US13045,"Carroll County, Georgia",20.6,2011
0500000US13051,"Chatham County, Georgia",20.6,2011
0500000US13057,"Cherokee County, Georgia",15.3,2011
0500000US13059,"Clarke County, Georgia",17.7,2011
0500000US13063,"Clayton County, Georgia",26.3,2011
0500000US13067,"Cobb County, Georgia",18.7,2011
0500000US13073,"Columbia County, Georgia",10.9,2011
0500000US13077,"Coweta County, Georgia",13.4,2011
0500000US13089,"DeKalb County, Georgia",22.8,2011
0500000US13095,"Dougherty County, Georgia",22.6,2011
0500000US13097,"Douglas County, Georgia",17.7,2011
0500000US13113,"Fayette County, Georgia",10.3,2011
0500000US13115,"Floyd County, Georgia",18.9,2011
0500000US13117,"Forsyth County, Georgia",19.2,2011
0500000US13121,"Fulton County, Georgia",18.6,2011
0500000US13127,"Glynn County, Georgia",26.1,2011
0500000US13135,"Gwinnett County, Georgia",22.9,2011
0500000US13139,"Hall County, Georgia",20.2,2011
0500000US13151,"Henry County, Georgia",14.3,2011
0500000US13153,"Houston County, Georgia",13.0,2011
0500000US13179,"Liberty County, Georgia",10.8,2011
0500000US13185,"Lowndes County, Georgia",24.5,2011
0500000US13215,"Muscogee County, Georgia",15.2,2011
0500000US13217,"Newton County, Georgia",20.5,2011
0500000US13223,"Paulding County, Georgia",15.0,2011
0500000US13245,"Richmond County, Georgia",18.4,2011
0500000US13247,"Rockdale County, Georgia",19.8,2011
0500000US13285,"Troup County, Georgia",21.4,2011
0500000US13295,"Walker County, Georgia",15.9,2011
0500000US13297,"Walton County, Georgia",14.7,2011
0500000US13313,"Whitfield County, Georgia",24.5,2011
0500000US15001,"Hawaii County, Hawaii",9.4,2011
0500000US15003,"Honolulu County, Hawaii",6.0,2011
0500000US15007,"Kauai County, Hawaii",11.2,2011
0500000US15009,"Maui County, Hawaii",9.4,2011
0500000US16001,"Ada County, Idaho",11.5,2011
0500000US16005,"Bannock County, Idaho",14.9,2011
0500000US16019,"Bonneville County, Idaho",11.7,2011
0500000US16027,"Canyon County, Idaho",21.3,2011
0500000US16055,"Kootenai County, Idaho",18.1,2011
0500000US16083,"Twin Falls County, Idaho",19.4,2011
0500000US17001,"Adams County, Illinois",11.1,2011
0500000US17019,"Champaign County, Illinois",9.3,2011
0500000US17031,"Cook County, Illinois",17.0,2011
0500000US17037,"DeKalb County, Illinois",10.0,2011
0500000US17043,"DuPage County, Illinois",9.5,2011
0500000US17089,"Kane County, Illinois",13.3,2011
0500000US17091,"Kankakee County, Illinois",11.7,2011
0500000US17093,"Kendall County, Illinois",4.9,2011
0500000US17097,"Lake County, Illinois",11.5,2011
0500000US17099,"LaSalle County, Illinois",10.0,2011
0500000US17111,"McHenry County, Illinois",9.1,2011
0500000US17113,"McLean County, Illinois",6.7,2011
0500000US17115,"Macon County, Illinois",11.8,2011
0500000US17119,"Madison County, Illinois",11.0,2011
0500000US17143,"Peoria County, Illinois",9.8,2011
0500000US17161,"Rock Island County, Illinois",9.8,2011
0500000US17163,"St. Clair County, Illinois",10.5,2011
0500000US17167,"Sangamon County, Illinois",10.2,2011
0500000US17179,"Tazewell County, Illinois",9.7,2011
0500000US17183,"Vermilion County, Illinois",11.7,2011
0500000US17197,"Will County, Illinois",9.0,2011
0500000US17199,"Williamson County, Illinois",10.9,2011
0500000US17201,"Winnebago County, Illinois",13.6,2011
0500000US18003,"Allen County, Indiana",15.6,2011
0500000US18005,"Bartholomew County, Indiana",12.3,2011
0500000US18019,"Clark County, Indiana",12.0,2011
0500000US18035,"Delaware County, Indiana",13.0,2011
0500000US18039,"Elkhart County, Indiana",18.4,2011
0500000US18043,"Floyd County, Indiana",13.5,2011
0500000US18053,"Grant County, Indiana",17.7,2011
0500000US18057,"Hamilton County, Indiana",7.1,2011
0500000US18059,"Hancock County, Indiana",9.3,2011
0500000US18063,"Hendricks County, Indiana",7.2,2011
0500000US18067,"Howard County, Indiana",12.3,2011
0500000US18081,"Johnson County, Indiana",9.7,2011
0500000US18085,"Kosciusko County, Indiana",18.0,2011
0500000US18089,"Lake County, Indiana",16.5,2011
0500000US18091,"LaPorte County, Indiana",14.4,2011
0500000US18095,"Madison County, Indiana",16.1,2011
0500000US18097,"Marion County, Indiana",17.0,2011
0500000US18105,"Monroe County, Indiana",12.2,2011
0500000US18109,"Morgan County, Indiana",13.0,2011
0500000US18127,"Porter County, Indiana",11.4,2011
0500000US18141,"St. Joseph County, Indiana",15.9,2011
0500000US18157,"Tippecanoe County, Indiana",13.5,2011
0500000US18163,"Vanderburgh County, Indiana",12.9,2011
0500000US18167,"Vigo County, Indiana",16.8,2011
0500000US18177,"Wayne County, Indiana",17.7,2011
0500000US19013,"Black Hawk County, Iowa",8.5,2011
0500000US19049,"Dallas County, Iowa",5.5,2011
0500000US19061,"Dubuque County, Iowa",6.8,2011
0500000US19103,"Johnson County, Iowa",7.6,2011
0500000US19113,"Linn County, Iowa",7.4,2011
0500000US19153,"Polk County, Iowa",8.1,2011
0500000US19155,"Pottawattamie County, Iowa",12.5,2011
0500000US19163,"Scott County, Iowa",11.6,2011
0500000US19169,"Story County, Iowa",5.7,2011
0500000US19193,"Woodbury County, Iowa",12.4,2011
0500000US20015,"Butler County, Kansas",8.9,2011
0500000US20045,"Douglas County, Kansas",11.1,2011
0500000US20091,"Johnson County, Kansas",8.9,2011
0500000US20103,"Leavenworth County, Kansas",9.6,2011
0500000US20161,"Riley County, Kansas",7.2,2011
0500000US20173,"Sedgwick County, Kansas",14.2,2011
0500000US20177,"Shawnee County, Kansas",11.9,2011
0500000US20209,"Wyandotte County, Kansas",26.1,2011
0500000US21015,"Boone County, Kentucky",7.7,2011
0500000US21029,"Bullitt County, Kentucky",9.1,2011
0500000US21037,"Campbell County, Kentucky",10.5,2011
0500000US21047,"Christian County, Kentucky",17.0,2011
0500000US21059,"Daviess County, Kentucky",11.9,2011
0500000US21067,"Fayette County, Kentucky",14.7,2011
0500000US21093,"Hardin County, Kentucky",13.3,2011
0500000US21111,"Jefferson County, Kentucky",14.2,2011
0500000US21117,"Kenton County, Kentucky",15.0,2011
0500000US21145,"McCracken County, Kentucky",12.5,2011
0500000US21151,"Madison County, Kentucky",15.4,2011
0500000US21195,"Pike County, Kentucky",17.2,2011
0500000US21227,"Warren County, Kentucky",14.9,2011
0500000US22005,"Ascension Parish, Louisiana",13.5,2011
0500000US22015,"Bossier Parish, Louisiana",16.1,2011
0500000US22017,"Caddo Parish, Louisiana",19.9,2011
0500000US22019,"Calcasieu Parish, Louisiana",17.0,2011
0500000US22033,"East Baton Rouge Parish, Louisiana",13.9,2011
0500000US22045,"Iberia Parish, Louisiana",17.8,2011
0500000US22051,"Jefferson Parish, Louisiana",18.9,2011
0500000US22055,"Lafayette Parish, Louisiana",16.9,2011
0500000US22057,"Lafourche Parish, Louisiana",15.9,2011
0500000US22063,"Livingston Parish, Louisiana",15.2,2011
0500000US22071,"Orleans Parish, Louisiana",20.2,2011
0500000US22073,"Ouachita Parish, Louisiana",24.4,2011
0500000US22079,"Rapides Parish, Louisiana",21.6,2011
0500000US22097,"St. Landry Parish, Louisiana",15.7,2011
0500000US22103,"St. Tammany Parish, Louisiana",11.1,2011
0500000US22105,"Tangipahoa Parish, Louisiana",17.6,2011
0500000US22109,"Terrebonne Parish, Louisiana",20.0,2011
0500000US23001,"Androscoggin County, Maine",9.3,2011
0500000US23003,"Aroostook County, Maine",11.0,2011
0500000US23005,"Cumberland County, Maine",9.1,2011
0500000US23011,"Kennebec County, Maine",9.1,2011
0500000US23019,"Penobscot County, Maine",12.3,2011
0500000US23031,"York County, Maine",9.5,2011
0500000US25001,"Barnstable County, Massachusetts",7.3,2011
0500000US25003,"Berkshire County, Massachusetts",2.8,2011
0500000US25005,"Bristol County, Massachusetts",4.5,2011
0500000US25009,"Essex County, Massachusetts",4.8,2011
0500000US25011,"Franklin County, Massachusetts",5.4,2011
0500000US25013,"Hampden County, Massachusetts",4.8,2011
0500000US25015,"Hampshire County, Massachusetts",3.4,2011
0500000US25017,"Middlesex County, Massachusetts",4.1,2011
0500000US25021,"Norfolk County, Massachusetts",2.1,2011
0500000US25023,"Plymouth County, Massachusetts",3.9,2011
0500000US25025,"Suffolk County, Massachusetts",5.9,2011
0500000US25027,"Worcester County, Massachusetts",3.5,2011
0500000US26005,"Allegan County, Michigan",9.8,2011
0500000US26017,"Bay County, Michigan",11.3,2011
0500000US26021,"Berrien County, Michigan",13.7,2011
0500000US26025,"Calhoun County, Michigan",13.9,2011
0500000US26037,"Clinton County, Michigan",8.8,2011
0500000US26045,"Eaton County, Michigan",10.3,2011
0500000US26049,"Genesee County, Michigan",10.6,2011
0500000US26055,"Grand Traverse County, Michigan",14.9,2011
0500000US26065,"Ingham County, Michigan",10.1,2011
0500000US26073,"Isabella County, Michigan",13.6,2011
0500000US26075,"Jackson County, Michigan",11.9,2011
0500000US26077,"Kalamazoo County, Michigan",11.4,2011
0500000US26081,"Kent County, Michigan",10.2,2011
0500000US26087,"Lapeer County, Michigan",12.4,2011
0500000US26091,"Lenawee County, Michigan",8.6,2011
0500000US26093,"Livingston County, Michigan",9.4,2011
0500000US26099,"Macomb County, Michigan",11.8,2011
0500000US26103,"Marquette County, Michigan",14.9,2011
0500000US26111,"Midland County, Michigan",9.4,2011
0500000US26115,"Monroe County, Michigan",7.9,2011
0500000US26121,"Muskegon County, Michigan",11.3,2011
