county_FIPS,NAME,Percent_Uninsured,Year
0500000US37063,"Durham County, North Carolina",88.0,2016
0500000US37067,"Forsyth County, North Carolina",89.0,2016
0500000US37071,"Gaston County, North Carolina",90.9,2016
0500000US37081,"Guilford County, North Carolina",91.1,2016
0500000US37085,"Harnett County, North Carolina",89.8,2016
0500000US37089,"Henderson County, North Carolina",89.0,2016
0500000US37097,"Iredell County, North Carolina",89.6,2016
0500000US37101,"Johnston County, North Carolina",87.8,2016
0500000US37109,"Lincoln County, North Carolina",93.8,2016
0500000US37119,"Mecklenburg County, North Carolina",89.0,2016
0500000US37125,"Moore County, North Carolina",93.2,2016
0500000US37127,"Nash County, North Carolina",91.1,2016
0500000US37129,"New Hanover County, North Carolina",91.7,2016
0500000US37133,"Onslow County, North Carolina",90.4,2016
0500000US37135,"Orange County, North Carolina",92.5,2016
0500000US37147,"Pitt County, North Carolina",88.7,2016
0500000US37151,"Randolph County, North Carolina",86.7,2016
0500000US37155,"Robeson County, North Carolina",85.7,2016
0500000US37157,"Rockingham County, North Carolina",88.2,2016
0500000US37159,"Rowan County, North Carolina",88.1,2016
0500000US37161,"Rutherford County, North Carolina",87.0,2016
0500000US37171,"Surry County, North Carolina",86.9,2016
0500000US37179,"Union County, North Carolina",92.6,2016
0500000US37183,"Wake County, North Carolina",92.4,2016
0500000US37191,"Wayne County, North Carolina",85.4,2016
0500000US37193,"Wilkes County, North Carolina",89.0,2016
0500000US37195,"Wilson County, North Carolina",89.6,2016
0500000US38015,"Burleigh County, North Dakota",92.7,2016
0500000US38017,"Cass County, North Dakota",94.8,2016
0500000US38035,"Grand Forks County, North Dakota",94.4,2016
0500000US38101,"Ward County, North Dakota",91.9,2016
0500000US39003,"Allen County, Ohio",93.3,2016
0500000US39007,"Ashtabula County, Ohio",90.8,2016
0500000US39009,"Athens County, Ohio",92.6,2016
0500000US39013,"Belmont County, Ohio",93.1,2016
0500000US39017,"Butler County, Ohio",95.2,2016
0500000US39023,"Clark County, Ohio",94.1,2016
0500000US39025,"Clermont County, Ohio",95.3,2016
0500000US39029,"Columbiana County, Ohio",94.8,2016
0500000US39035,"Cuyahoga County, Ohio",95.1,2016
0500000US39041,"Delaware County, Ohio",96.2,2016
0500000US39043,"Erie County, Ohio",94.9,2016
0500000US39045,"Fairfield County, Ohio",94.8,2016
0500000US39049,"Franklin County, Ohio",92.9,2016
0500000US39055,"Geauga County, Ohio",89.7,2016
0500000US39057,"Greene County, Ohio",96.9,2016
0500000US39061,"Hamilton County, Ohio",94.9,2016
0500000US39063,"Hancock County, Ohio",95.8,2016
0500000US39081,"Jefferson County, Ohio",95.8,2016
0500000US39085,"Lake County, Ohio",96.2,2016
0500000US39089,"Licking County, Ohio",95.0,2016
0500000US39093,"Lorain County, Ohio",94.7,2016
0500000US39095,"Lucas County, Ohio",95.1,2016
0500000US39099,"Mahoning County, Ohio",96.1,2016
0500000US39101,"Marion County, Ohio",95.7,2016
0500000US39103,"Medina County, Ohio",96.4,2016
0500000US39109,"Miami County, Ohio",93.6,2016
0500000US39113,"Montgomery County, Ohio",93.9,2016
0500000US39119,"Muskingum County, Ohio",96.0,2016
0500000US39133,"Portage County, Ohio",93.9,2016
0500000US39139,"Richland County, Ohio",94.2,2016
0500000US39141,"Ross County, Ohio",94.8,2016
0500000US39145,"Scioto County, Ohio",96.8,2016
0500000US39151,"Stark County, Ohio",95.8,2016
0500000US39153,"Summit County, Ohio",94.2,2016
0500000US39155,"Trumbull County, Ohio",95.1,2016
0500000US39157,"Tuscarawas County, Ohio",90.0,2016
0500000US39165,"Warren County, Ohio",96.6,2016
0500000US39169,"Wayne County, Ohio",89.5,2016
0500000US39173,"Wood County, Ohio",96.4,2016
0500000US40017,"Canadian County, Oklahoma",90.1,2016
0500000US40027,"Cleveland County, Oklahoma",91.4,2016
0500000US40031,"Comanche County, Oklahoma",86.4,2016
0500000US40037,"Creek County, Oklahoma",86.2,2016
0500000US40101,"Muskogee County, Oklahoma",81.6,2016
0500000US40109,"Oklahoma County, Oklahoma",86.4,2016
0500000US40119,"Payne County, Oklahoma",88.0,2016
0500000US40125,"Pottawatomie County, Oklahoma",84.5,2016
0500000US40131,"Rogers County, Oklahoma",89.9,2016
0500000US40143,"Tulsa County, Oklahoma",86.1,2016
0500000US40145,"Wagoner County, Oklahoma",90.5,2016
0500000US41003,"Benton County, Oregon",94.8,2016
0500000US41005,"Clackamas County, Oregon",95.2,2016
0500000US41017,"Deschutes County, Oregon",91.4,2016
0500000US41019,"Douglas County, Oregon",93.9,2016
0500000US41029,"Jackson County, Oregon",93.8,2016
0500000US41033,"Josephine County, Oregon",93.2,2016
0500000US41035,"Klamath County, Oregon",91.0,2016
0500000US41039,"Lane County, Oregon",93.1,2016
0500000US41043,"Linn County, Oregon",93.9,2016
0500000US41047,"Marion County, Oregon",92.8,2016
0500000US41051,"Multnomah County, Oregon",93.9,2016
0500000US41053,"Polk County, Oregon",95.0,2016
0500000US41059,"Umatilla County, Oregon",90.1,2016
0500000US41067,"Washington County, Oregon",95.2,2016
0500000US41071,"Yamhill County, Oregon",95.9,2016
0500000US42001,"Adams County, Pennsylvania",94.9,2016
0500000US42003,"Allegheny County, Pennsylvania",96.4,2016
0500000US42005,"Armstrong County, Pennsylvania",96.0,2016
0500000US42007,"Beaver County, Pennsylvania",95.5,2016
0500000US42011,"Berks County, Pennsylvania",93.8,2016
0500000US42013,"Blair County, Pennsylvania",95.2,2016
0500000US42017,"Bucks County, Pennsylvania",96.2,2016
0500000US42019,"Butler County, Pennsylvania",97.3,2016
0500000US42021,"Cambria County, Pennsylvania",94.8,2016
0500000US42025,"Carbon County, Pennsylvania",96.0,2016
0500000US42027,"Centre County, Pennsylvania",95.0,2016
0500000US42029,"Chester County, Pennsylvania",94.3,2016
0500000US42033,"Clearfield County, Pennsylvania",94.1,2016
0500000US42037,"Columbia County, Pennsylvania",93.9,2016
0500000US42039,"Crawford County, Pennsylvania",92.3,2016
0500000US42041,"Cumberland County, Pennsylvania",95.8,2016
0500000US42043,"Dauphin County, Pennsylvania",95.1,2016
0500000US42045,"Delaware County, Pennsylvania",95.2,2016
0500000US42049,"Erie County, Pennsylvania",95.6,2016
0500000US42051,"Fayette County, Pennsylvania",94.4,2016
0500000US42055,"Franklin County, Pennsylvania",88.8,2016
0500000US42063,"Indiana County, Pennsylvania",92.0,2016
0500000US42069,"Lackawanna County, Pennsylvania",96.3,2016
0500000US42071,"Lancaster County, Pennsylvania",89.1,2016
0500000US42073,"Lawrence County, Pennsylvania",95.4,2016
0500000US42075,"Lebanon County, Pennsylvania",92.8,2016
0500000US42077,"Lehigh County, Pennsylvania",94.3,2016
0500000US42079,"Luzerne County, Pennsylvania",95.4,2016
0500000US42081,"Lycoming County, Pennsylvania",96.3,2016
0500000US42085,"Mercer County, Pennsylvania",93.7,2016
0500000US42089,"Monroe County, Pennsylvania",94.7,2016
0500000US42091,"Montgomery County, Pennsylvania",96.4,2016
0500000US42095,"Northampton County, Pennsylvania",93.8,2016
0500000US42097,"Northumberland County, Pennsylvania",96.5,2016
0500000US42101,"Philadelphia County, Pennsylvania",91.3,2016
0500000US42107,"Schuylkill County, Pennsylvania",95.9,2016
0500000US42111,"Somerset County, Pennsylvania",92.3,2016
0500000US42125,"Washington County, Pennsylvania",95.7,2016
0500000US42129,"Westmoreland County, Pennsylvania",96.9,2016
0500000US42133,"York County, Pennsylvania",94.7,2016
0500000US44003,"Kent County, Rhode Island",96.9,2016
0500000US44005,"Newport County, Rhode Island",96.4,2016
0500000US44007,"Providence County, Rhode Island",95.0,2016
0500000US44009,"Washington County, Rhode Island",97.0,2016
0500000US45003,"Aiken County, South Carolina",90.1,2016
0500000US45007,"Anderson County, South Carolina",91.1,2016
0500000US45013,"Beaufort County, South Carolina",89.8,2016
0500000US45015,"Berkeley County, South Carolina",90.2,2016
0500000US45019,"Charleston County, South Carolina",88.9,2016
0500000US45031,"Darlington County, South Carolina",88.6,2016
0500000US45035,"Dorchester County, South Carolina",93.2,2016
0500000US45041,"Florence County, South Carolina",91.6,2016
0500000US45045,"Greenville County, South Carolina",89.4,2016
0500000US45047,"Greenwood County, South Carolina",86.0,2016
0500000US45051,"Horry County, South Carolina",87.3,2016
0500000US45057,"Lancaster County, South Carolina",95.8,2016
0500000US45059,"Laurens County, South Carolina",92.1,2016
0500000US45063,"Lexington County, South Carolina",91.6,2016
0500000US45073,"Oconee County, South Carolina",87.1,2016
0500000US45075,"Orangeburg County, South Carolina",87.6,2016
0500000US45077,"Pickens County, South Carolina",91.4,2016
0500000US45079,"Richland County, South Carolina",92.2,2016
0500000US45083,"Spartanburg County, South Carolina",89.4,2016
0500000US45085,"Sumter County, South Carolina",89.4,2016
0500000US45091,"York County, South Carolina",91.4,2016
0500000US46099,"Minnehaha County, South Dakota",91.9,2016
0500000US46103,"Pennington County, South Dakota",90.8,2016
0500000US47001,"Anderson County, Tennessee",92.8,2016
0500000US47009,"Blount County, Tennessee",91.4,2016
0500000US47011,"Bradley County, Tennessee",88.3,2016
0500000US47037,"Davidson County, Tennessee",88.7,2016
0500000US47059,"Greene County, Tennessee",91.5,2016
0500000US47065,"Hamilton County, Tennessee",92.5,2016
0500000US47093,"Knox County, Tennessee",92.6,2016
0500000US47113,"Madison County, Tennessee",92.2,2016
0500000US47119,"Maury County, Tennessee",90.9,2016
0500000US47125,"Montgomery County, Tennessee",91.3,2016
0500000US47141,"Putnam County, Tennessee",91.2,2016
0500000US47147,"Robertson County, Tennessee",92.8,2016
0500000US47149,"Rutherford County, Tennessee",92.7,2016
0500000US47155,"Sevier County, Tennessee",86.1,2016
0500000US47157,"Shelby County, Tennessee",89.4,2016
0500000US47163,"Sullivan County, Tennessee",92.1,2016
0500000US47165,"Sumner County, Tennessee",92.0,2016
0500000US47179,"Washington County, Tennessee",92.5,2016
0500000US47187,"Williamson County, Tennessee",94.1,2016
0500000US47189,"Wilson County, Tennessee",96.0,2016
0500000US48005,"Angelina County, Texas",81.9,2016
0500000US48021,"Bastrop County, Texas",81.0,2016
0500000US48027,"Bell County, Texas",88.6,2016
0500000US48029,"Bexar County, Texas",85.3,2016
0500000US48037,"Bowie County, Texas",87.7,2016
0500000US48039,"Brazoria County, Texas",87.1,2016
0500000US48041,"Brazos County, Texas",88.2,2016
0500000US48061,"Cameron County, Texas",71.6,2016
0500000US48085,"Collin County, Texas",90.4,2016
0500000US48091,"Comal County, Texas",90.0,2016
0500000US48099,"Coryell County, Texas",91.9,2016
0500000US48113,"Dallas County, Texas",80.4,2016
0500000US48121,"Denton County, Texas",90.0,2016
0500000US48135,"Ector County, Texas",78.9,2016
0500000US48139,"Ellis County, Texas",85.6,2016
0500000US48141,"El Paso County, Texas",80.6,2016
0500000US48157,"Fort Bend County, Texas",89.7,2016
0500000US48167,"Galveston County, Texas",86.5,2016
0500000US48181,"Grayson County, Texas",83.9,2016
0500000US48183,"Gregg County, Texas",81.9,2016
0500000US48187,"Guadalupe County, Texas",88.0,2016
0500000US48201,"Harris County, Texas",80.8,2016
0500000US48203,"Harrison County, Texas",83.1,2016
0500000US48209,"Hays County, Texas",86.8,2016
0500000US48213,"Henderson County, Texas",82.5,2016
0500000US48215,"Hidalgo County, Texas",71.7,2016
0500000US48231,"Hunt County, Texas",83.1,2016
0500000US48245,"Jefferson County, Texas",80.9,2016
0500000US48251,"Johnson County, Texas",84.7,2016
0500000US48257,"Kaufman County, Texas",85.7,2016
0500000US48291,"Liberty County, Texas",81.2,2016
0500000US48303,"Lubbock County, Texas",87.3,2016
0500000US48309,"McLennan County, Texas",84.3,2016
0500000US48329,"Midland County, Texas",82.0,2016
0500000US48339,"Montgomery County, Texas",85.0,2016
0500000US48347,"Nacogdoches County, Texas",81.2,2016
0500000US48355,"Nueces County, Texas",83.8,2016
0500000US48361,"Orange County, Texas",87.0,2016
0500000US48367,"Parker County, Texas",84.5,2016
0500000US48375,"Potter County, Texas",78.7,2016
0500000US48381,"Randall County, Texas",90.0,2016
0500000US48397,"Rockwall County, Texas",88.2,2016
0500000US48409,"San Patricio County, Texas",81.1,2016
0500000US48423,"Smith County, Texas",85.8,2016
0500000US48439,"Tarrant County, Texas",84.4,2016
0500000US48441,"Taylor County, Texas",86.7,2016
0500000US48451,"Tom Green County, Texas",84.1,2016
0500000US48453,"Travis County, Texas",86.9,2016
0500000US48469,"Victoria County, Texas",82.1,2016
0500000US48471,"Walker County, Texas",90.4,2016
0500000US48479,"Webb County, Texas",72.9,2016
0500000US48485,"Wichita County, Texas",86.6,2016
0500000US48491,"Williamson County, Texas",91.7,2016
0500000US49005,"Cache County, Utah",92.1,2016
0500000US49011,"Davis County, Utah",94.1,2016
0500000US49035,"Salt Lake County, Utah",89.6,2016
0500000US49049,"Utah County, Utah",92.8,2016
0500000US49053,"Washington County, Utah",91.0,2016
0500000US49057,"Weber County, Utah",91.7,2016
0500000US50007,"Chittenden County, Vermont",97.1,2016
0500000US51003,"Albemarle County, Virginia",90.6,2016
0500000US51013,"Arlington County, Virginia",93.9,2016
0500000US51015,"Augusta County, Virginia",91.2,2016
0500000US51019,"Bedford County, Virginia",94.7,2016
0500000US51041,"Chesterfield County, Virginia",93.7,2016
0500000US51059,"Fairfax County, Virginia",91.2,2016
0500000US51061,"Fauquier County, Virginia",92.1,2016
0500000US51069,"Frederick County, Virginia",92.1,2016
0500000US51085,"Hanover County, Virginia",95.9,2016
0500000US51087,"Henrico County, Virginia",92.6,2016
0500000US51095,"James City County, Virginia",93.9,2016
0500000US51107,"Loudoun County, Virginia",93.4,2016
0500000US51121,"Montgomery County, Virginia",96.2,2016
0500000US51153,"Prince William County, Virginia",89.2,2016
0500000US51161,"Roanoke County, Virginia",94.7,2016
0500000US51165,"Rockingham County, Virginia",88.7,2016
0500000US51177,"Spotsylvania County, Virginia",91.7,2016
0500000US51179,"Stafford County, Virginia",92.7,2016
0500000US51199,"York County, Virginia",97.9,2016
0500000US51510,"Alexandria city, Virginia",85.4,2016
0500000US51550,"Chesapeake city, Virginia",91.6,2016
0500000US51650,"Hampton city, Virginia",93.0,2016
0500000US51680,"Lynchburg city, Virginia",91.1,2016
0500000US51700,"Newport News city, Virginia",87.8,2016
0500000US51710,"Norfolk city, Virginia",88.3,2016
0500000US51740,"Portsmouth city, Virginia",90.7,2016
0500000US51760,"Richmond city, Virginia",90.5,2016
0500000US51770,"Roanoke city, Virginia",86.4,2016
0500000US51800,"Suffolk city, Virginia",93.2,2016
0500000US51810,"Virginia Beach city, Virginia",92.4,2016
0500000US53005,"Benton County, Washington",93.7,2016
0500000US53007,"Chelan County, Washington",93.0,2016
0500000US53009,"Clallam County, Washington",91.3,2016
0500000US53011,"Clark County, Washington",94.5,2016
0500000US53015,"Cowlitz County, Washington",94.4,2016
0500000US53021,"Franklin County, Washington",87.1,2016
0500000US53025,"Grant County, Washington",88.2,2016
0500000US53027,"Grays Harbor County, Washington",94.5,2016
0500000US53029,"Island County, Washington",94.9,2016
0500000US53033,"King County, Washington",95.0,2016
0500000US53035,"Kitsap County, Washington",93.8,2016
0500000US53041,"Lewis County, Washington",95.3,2016
0500000US53053,"Pierce County, Washington",94.2,2016
0500000US53057,"Skagit County, Washington",94.1,2016
0500000US53061,"Snohomish County, Washington",94.4,2016
0500000US53063,"Spokane County, Washington",94.8,2016
0500000US53067,"Thurston County, Washington",95.4,2016
0500000US53073,"Whatcom County, Washington",93.2,2016
0500000US53077,"Yakima County, Washington",88.4,2016
0500000US54003,"Berkeley County, West Virginia",94.9,2016
0500000US54011,"Cabell County, West Virginia",94.3,2016
0500000US54033,"Harrison County, West Virginia",96.8,2016
0500000US54039,"Kanawha County, West Virginia",94.4,2016
0500000US54061,"Monongalia County, West Virginia",93.8,2016
0500000US54081,"Raleigh County, West Virginia",94.3,2016
0500000US54107,"Wood County, West Virginia",94.5,2016
0500000US55009,"Brown County, Wisconsin",95.2,2016
0500000US55025,"Dane County, Wisconsin",96.4,2016
0500000US55027,"Dodge County, Wisconsin",96.4,2016
0500000US55035,"Eau Claire County, Wisconsin",93.4,2016
0500000US55039,"Fond du Lac County, Wisconsin",95.6,2016
0500000US55055,"Jefferson County, Wisconsin",96.3,2016
0500000US55059,"Kenosha County, Wisconsin",93.9,2016
0500000US55063,"La Crosse County, Wisconsin",95.7,2016
0500000US55071,"Manitowoc County, Wisconsin",96.4,2016
0500000US55073,"Marathon County, Wisconsin",93.7,2016
0500000US55079,"Milwaukee County, Wisconsin",93.2,2016
0500000US55087,"Outagamie County, Wisconsin",96.2,2016
0500000US55089,"Ozaukee County, Wisconsin",97.6,2016
0500000US55097,"Portage County, Wisconsin",94.9,2016
0500000US55101,"Racine County, Wisconsin",94.6,2016
0500000US55105,"Rock County, Wisconsin",95.2,2016
0500000US55109,"St. Croix County, Wisconsin",95.3,2016
0500000US55117,"Sheboygan County, Wisconsin",96.9,2016
0500000US55127,"Walworth County, Wisconsin",94.2,2016
0500000US55131,"Washington County, Wisconsin",96.0,2016
0500000US55133,"Waukesha County, Wisconsin",97.3,2016
0500000US55139,"Winnebago County, Wisconsin",95.5,2016
0500000US55141,"Wood County, Wisconsin",95.6,2016
0500000US56021,"Laramie County, Wyoming",91.9,2016
0500000US56025,"Natrona County, Wyoming",87.0,2016
0500000US72013,"Arecibo Municipio, Puerto Rico",95.5,2016
0500000US72021,"Bayamón Municipio, Puerto Rico",92.7,2016
0500000US72025,"Caguas Municipio, Puerto Rico",91.9,2016
0500000US72031,"Carolina Municipio, Puerto Rico",91.3,2016
0500000US72061,"Guaynabo Municipio, Puerto Rico",92.1,2016
0500000US72097,"Mayagüez Municipio, Puerto Rico",94.4,2016
0500000US72113,"Ponce Municipio, Puerto Rico",95.6,2016
0500000US72127,"San Juan Municipio, Puerto Rico",91.0,2016
0500000US72135,"Toa Alta Municipio, Puerto Rico",95.1,2016
0500000US72137,"Toa Baja Municipio, Puerto Rico",92.4,2016
0500000US72139,"Trujillo Alto Municipio, Puerto Rico",88.9,2016
0500000US01003,"Baldwin County, Alabama",91.8,2016
0500000US01015,"Calhoun County, Alabama",89.6,2016
0500000US01043,"Cullman County, Alabama",88.3,2016
0500000US01049,"DeKalb County, Alabama",86.3,2016
0500000US01051,"Elmore County, Alabama",93.0,2016
0500000US01055,"Etowah County, Alabama",90.9,2016
0500000US01069,"Houston County, Alabama",89.3,2016
0500000US01073,"Jefferson County, Alabama",91.4,2016
0500000US01077,"Lauderdale County, Alabama",91.8,2016
0500000US01081,"Lee County, Alabama",92.3,2016
0500000US01083,"Limestone County, Alabama",88.6,2016
0500000US01089,"Madison County, Alabama",92.6,2016
0500000US01095,"Marshall County, Alabama",88.8,2016
0500000US01097,"Mobile County, Alabama",88.6,2016
0500000US01101,"Montgomery County, Alabama",90.4,2016
0500000US01103,"Morgan County, Alabama",92.1,2016
0500000US01115,"St. Clair County, Alabama",93.6,2016
0500000US01117,"Shelby County, Alabama",94.2,2016
0500000US01121,"Talladega County, Alabama",92.6,2016
0500000US01125,"Tuscaloosa County, Alabama",92.7,2016
0500000US01127,"Walker County, Alabama",89.7,2016
0500000US02020,"Anchorage Municipality, Alaska",89.3,2016
0500000US02090,"Fairbanks North Star Borough, Alaska",88.9,2016
0500000US02170,"Matanuska-Susitna Borough, Alaska",84.9,2016
0500000US04001,"Apache County, Arizona",76.9,2016
0500000US04003,"Cochise County, Arizona",92.2,2016
0500000US04005,"Coconino County, Arizona",88.5,2016
0500000US04013,"Maricopa County, Arizona",89.7,2016
0500000US04015,"Mohave County, Arizona",92.5,2016
0500000US04017,"Navajo County, Arizona",88.7,2016
0500000US04019,"Pima County, Arizona",91.3,2016
0500000US04021,"Pinal County, Arizona",92.2,2016
0500000US04025,"Yavapai County, Arizona",90.9,2016
0500000US04027,"Yuma County, Arizona",87.2,2016
0500000US05007,"Benton County, Arkansas",91.9,2016
0500000US05031,"Craighead County, Arkansas",90.9,2016
0500000US05045,"Faulkner County, Arkansas",90.5,2016
0500000US05051,"Garland County, Arkansas",89.5,2016
0500000US05069,"Jefferson County, Arkansas",92.8,2016
0500000US05085,"Lonoke County, Arkansas",91.0,2016
0500000US05119,"Pulaski County, Arkansas",93.3,2016
0500000US05125,"Saline County, Arkansas",96.7,2016
0500000US05131,"Sebastian County, Arkansas",91.2,2016
0500000US05143,"Washington County, Arkansas",88.9,2016
0500000US05145,"White County, Arkansas",93.4,2016
0500000US06001,"Alameda County, California",95.8,2016
0500000US06007,"Butte County, California",94.5,2016
0500000US06013,"Contra Costa County, California",95.0,2016
0500000US06017,"El Dorado County, California",96.1,2016
0500000US06019,"Fresno County, California",91.5,2016
0500000US06023,"Humboldt County, California",92.7,2016
0500000US06025,"Imperial County, California",93.1,2016
0500000US06029,"Kern County, California",92.9,2016
0500000US06031,"Kings County, California",93.4,2016
0500000US06033,"Lake County, California",93.6,2016
0500000US06037,"Los Angeles County, California",90.4,2016
0500000US06039,"Madera County, California",93.8,2016
0500000US06041,"Marin County, California",96.3,2016
0500000US06045,"Mendocino County, California",91.8,2016
0500000US06047,"Merced County, California",93.5,2016
0500000US06053,"Monterey County, California",90.5,2016
0500000US06055,"Napa County, California",96.4,2016
0500000US06057,"Nevada County, California",93.2,2016
0500000US06059,"Orange County, California",92.8,2016
0500000US06061,"Placer County, California",96.0,2016
0500000US06065,"Riverside County, California",91.0,2016
0500000US06067,"Sacramento County, California",95.1,2016
0500000US06071,"San Bernardino County, California",91.5,2016
0500000US06073,"San Diego County, California",92.5,2016
0500000US06075,"San Francisco County, California",96.7,2016
0500000US06077,"San Joaquin County, California",93.9,2016
0500000US06079,"San Luis Obispo County, California",94.2,2016
0500000US06081,"San Mateo County, California",96.2,2016
0500000US06083,"Santa Barbara County, California",90.5,2016
0500000US06085,"Santa Clara County, California",95.8,2016
0500000US06087,"Santa Cruz County, California",95.4,2016
0500000US06089,"Shasta County, California",94.8,2016
0500000US06095,"Solano County, California",94.6,2016
0500000US06097,"Sonoma County, California",94.2,2016
0500000US06099,"Stanislaus County, California",94.8,2016
0500000US06101,"Sutter County, California",90.7,2016
0500000US06107,"Tulare County, California",90.5,2016
0500000US06111,"Ventura County, California",90.7,2016
0500000US06113,"Yolo County, California",94.8,2016
0500000US06115,"Yuba County, California",95.9,2016
0500000US08001,"Adams County, Colorado",88.6,2016
0500000US08005,"Arapahoe County, Colorado",92.5,2016
0500000US08013,"Boulder County, Colorado",94.8,2016
0500000US08014,"Broomfield County, Colorado",95.5,2016
0500000US08031,"Denver County, Colorado",91.0,2016
0500000US08035,"Douglas County, Colorado",97.1,2016
0500000US08041,"El Paso County, Colorado",93.9,2016
0500000US08059,"Jefferson County, Colorado",94.6,2016
0500000US08069,"Larimer County, Colorado",93.5,2016
0500000US08077,"Mesa County, Colorado",89.8,2016
0500000US08101,"Pueblo County, Colorado",94.6,2016
0500000US08123,"Weld County, Colorado",92.8,2016
0500000US09001,"Fairfield County, Connecticut",92.2,2016
0500000US09003,"Hartford County, Connecticut",96.1,2016
0500000US09005,"Litchfield County, Connecticut",96.8,2016
0500000US09007,"Middlesex County, Connecticut",96.7,2016
0500000US09009,"New Haven County, Connecticut",95.5,2016
0500000US09011,"New London County, Connecticut",96.7,2016
0500000US09013,"Tolland County, Connecticut",97.4,2016
0500000US09015,"Windham County, Connecticut",96.4,2016
0500000US10001,"Kent County, Delaware",91.7,2016
0500000US10003,"New Castle County, Delaware",95.3,2016
0500000US10005,"Sussex County, Delaware",93.9,2016
0500000US11001,"District of Columbia, District of Columbia",96.1,2016
0500000US12001,"Alachua County, Florida",90.8,2016
0500000US12005,"Bay County, Florida",86.0,2016
0500000US12009,"Brevard County, Florida",89.6,2016
0500000US12011,"Broward County, Florida",86.5,2016
0500000US12015,"Charlotte County, Florida",90.7,2016
0500000US12017,"Citrus County, Florida",89.7,2016
0500000US12019,"Clay County, Florida",91.7,2016
0500000US12021,"Collier County, Florida",83.8,2016
0500000US12023,"Columbia County, Florida",85.6,2016
0500000US12031,"Duval County, Florida",88.8,2016
0500000US12033,"Escambia County, Florida",90.8,2016
0500000US12035,"Flagler County, Florida",87.0,2016
0500000US12053,"Hernando County, Florida",88.4,2016
0500000US12055,"Highlands County, Florida",86.8,2016
0500000US12057,"Hillsborough County, Florida",87.8,2016
0500000US12061,"Indian River County, Florida",91.1,2016
0500000US12069,"Lake County, Florida",90.2,2016
0500000US12071,"Lee County, Florida",87.8,2016
0500000US12073,"Leon County, Florida",93.2,2016
0500000US12081,"Manatee County, Florida",89.2,2016
0500000US12083,"Marion County, Florida",88.0,2016
0500000US12085,"Martin County, Florida",88.4,2016
0500000US12086,"Miami-Dade County, Florida",83.2,2016
0500000US12087,"Monroe County, Florida",79.5,2016
0500000US12089,"Nassau County, Florida",90.0,2016
0500000US12091,"Okaloosa County, Florida",89.4,2016
0500000US12095,"Orange County, Florida",86.7,2016
0500000US12097,"Osceola County, Florida",87.2,2016
0500000US12099,"Palm Beach County, Florida",87.7,2016
0500000US12101,"Pasco County, Florida",87.8,2016
0500000US12103,"Pinellas County, Florida",89.2,2016
0500000US12105,"Polk County, Florida",87.2,2016
0500000US12107,"Putnam County, Florida",86.3,2016
0500000US12109,"St. Johns County, Florida",93.1,2016
0500000US12111,"St. Lucie County, Florida",84.7,2016
0500000US12113,"Santa Rosa County, Florida",92.3,2016
0500000US12115,"Sarasota County, Florida",89.1,2016
0500000US12117,"Seminole County, Florida",89.0,2016
0500000US12119,"Sumter County, Florida",94.3,2016
0500000US12127,"Volusia County, Florida",88.8,2016
0500000US12131,"Walton County, Florida",86.8,2016
0500000US13013,"Barrow County, Georgia",84.5,2016
0500000US13015,"Bartow County, Georgia",84.5,2016
0500000US13021,"Bibb County, Georgia",88.4,2016
0500000US13031,"Bulloch County, Georgia",85.7,2016
0500000US13045,"Carroll County, Georgia",87.4,2016
0500000US13047,"Catoosa County, Georgia",88.4,2016
0500000US13051,"Chatham County, Georgia",87.5,2016
0500000US13057,"Cherokee County, Georgia",87.7,2016
0500000US13059,"Clarke County, Georgia",87.7,2016
0500000US13063,"Clayton County, Georgia",83.7,2016
0500000US13067,"Cobb County, Georgia",87.4,2016
0500000US13073,"Columbia County, Georgia",94.3,2016
0500000US13077,"Coweta County, Georgia",92.5,2016
0500000US13089,"DeKalb County, Georgia",86.3,2016
0500000US13095,"Dougherty County, Georgia",82.9,2016
0500000US13097,"Douglas County, Georgia",87.8,2016
0500000US13113,"Fayette County, Georgia",94.1,2016
0500000US13115,"Floyd County, Georgia",88.1,2016
0500000US13117,"Forsyth County, Georgia",92.3,2016
0500000US13121,"Fulton County, Georgia",89.6,2016
0500000US13127,"Glynn County, Georgia",82.8,2016
0500000US13135,"Gwinnett County, Georgia",84.3,2016
0500000US13139,"Hall County, Georgia",82.4,2016
0500000US13151,"Henry County, Georgia",89.0,2016
0500000US13153,"Houston County, Georgia",87.2,2016
0500000US13179,"Liberty County, Georgia",89.6,2016
0500000US13185,"Lowndes County, Georgia",87.5,2016
0500000US13215,"Muscogee County, Georgia",89.6,2016
0500000US13217,"Newton County, Georgia",87.3,2016
0500000US13223,"Paulding County, Georgia",88.8,2016
0500000US13245,"Richmond County, Georgia",86.9,2016
0500000US13247,"Rockdale County, Georgia",87.0,2016
0500000US13285,"Troup County, Georgia",86.7,2016
0500000US13295,"Walker County, Georgia",88.2,2016
0500000US13297,"Walton County, Georgia",86.4,2016
0500000US13313,"Whitfield County, Georgia",83.2,2016
0500000US15001,"Hawaii County, Hawaii",96.6,2016
0500000US15003,"Honolulu County, Hawaii",96.8,2016
0500000US15007,"Kauai County, Hawaii",95.5,2016
0500000US15009,"Maui County, Hawaii",94.6,2016
0500000US16001,"Ada County, Idaho",92.0,2016
0500000US16005,"Bannock County, Idaho",93.1,2016
